V1,B1GH,B1GL,B1UH,B1UL,B2GH,B2GL,B2UH,B2UL,I1GH,I1GL,I1UH,I1UL,I2GH,I2GL,I2UH,I2UL,K1GH,K1GL,K1UH,K1UL,K2GH,K2GL,K2UH,K2UL
531,0.482045943,0.54524946,0.564395281,0.547396919,0.689467063,0.593342983,0.550414542,0.478478894,0.568548656,0.524946033,0.489020834,0.416154508,0.669429763,0.597707188,0.507405141,0.579567418,0.343689987,0.638913876,0.512961999,0.540238997,0.633200319,0.621697121,0.507282387,0.675373266
532,0.638474572,0.53129045,0.624863299,0.729280678,0.421940725,0.42045661,0.694523725,0.499382182,0.515368171,0.654629062,0.553398724,0.469792499,0.593270461,0.662327503,0.586451987,0.654443758,0.308342947,0.553246741,0.427253947,0.516046601,0.504180148,0.612810586,0.448873882,0.648499041
533,0.763863215,0.587046104,0.432488851,0.592359691,0.35904071,0.570514372,0.64838904,0.414340601,0.482213863,0.741830292,0.564463642,0.484085654,0.422917672,0.58339748,0.554890774,0.533801093,0.341426353,0.47939196,0.47960717,0.468573652,0.655213311,0.559662128,0.42905908,0.512252886
534,0.519073631,0.424787433,0.553018845,0.473852273,0.450356471,0.417038699,0.686778107,0.412708945,0.592713577,0.537175967,0.539546065,0.567608948,0.522359525,0.537911331,0.507531167,0.615633072,0.682547474,0.47446666,0.830923785,0.650418214,0.483971574,0.76955964,0.537731341,0.412115341
535,0.519073631,0.424787433,0.553018845,0.473852273,0.450356471,0.417038699,0.686778107,0.412708945,0.592713577,0.537175967,0.539546065,0.567608948,0.522359525,0.537911331,0.507531167,0.615633072,0.682547474,0.47446666,0.830923785,0.650418214,0.483971574,0.76955964,0.537731341,0.412115341
536,0.439829681,0.610862879,0.656650694,0.60905185,0.422827463,0.5780637,0.698443072,0.473715954,0.589444807,0.65894863,0.740816211,0.571519802,0.409710426,0.581549484,0.677798425,0.539613969,0.549836199,0.519717835,0.536537326,0.58282768,0.427754806,0.406894813,0.641472479,0.516912868
537,0.62870899,0.569699698,0.45213442,0.365535605,0.606980046,0.465112214,0.595503314,0.659420907,0.505753837,0.490167206,0.49483294,0.698858911,0.605894209,0.522593978,0.389035168,0.36999069,0.619314291,0.518533469,0.633033827,0.275322066,0.529555241,0.514397167,0.557494759,0.525668899
538,0.54033588,0.555323779,0.570117899,0.590544515,0.516461244,0.518075751,0.488104454,0.56289258,0.542020703,0.545913093,0.351250649,0.296902412,0.504984909,0.542823937,0.423175653,0.538545403,0.535235514,0.744595735,0.630967912,0.606318525,0.474368767,0.604933922,0.470186511,0.588676534
539,0.472899644,0.619270229,0.512116668,0.419217118,0.615020406,0.650964543,0.598076442,0.511067856,0.591681078,0.596598918,0.589083459,0.458797813,0.661166115,0.47740525,0.583866159,0.611740529,0.346199587,0.29215696,0.557586224,0.652800068,0.58907987,0.553486105,0.551284247,0.450731349
540,0.684254791,0.578118981,0.496890262,0.561454677,0.353941761,0.441681588,0.68184135,0.635630563,0.548073233,0.454402756,0.59636571,0.553885252,0.527646632,0.611663268,0.425293764,0.467795407,0.495397594,0.541481231,0.456880493,0.47760538,0.670663627,0.466979754,0.331513824,0.609925598
541,0.591999156,0.714560754,0.549410849,0.244727456,0.59383685,0.60389331,0.390616136,0.791960718,0.358545849,0.572518099,0.564746306,0.591708036,0.630567897,0.651824425,0.376365961,0.542787851,0.408108549,0.521515086,0.321584904,0.31350515,0.654580374,0.384569642,0.489086909,0.533926689
542,0.591999156,0.714560754,0.549410849,0.244727456,0.59383685,0.60389331,0.390616136,0.791960718,0.358545849,0.572518099,0.564746306,0.591708036,0.630567897,0.651824425,0.376365961,0.542787851,0.408108549,0.521515086,0.321584904,0.31350515,0.654580374,0.384569642,0.489086909,0.533926689
543,0.56831455,0.47373563,0.605307023,0.660881767,0.590972296,0.543681599,0.448224504,0.645102108,0.565934684,0.411582683,0.430352373,0.426843251,0.664711771,0.471201621,0.512669775,0.623922977,0.773495703,0.504086373,0.355773994,0.425381576,0.577534957,0.547407674,0.602752384,0.562495411
544,0.656670108,0.577086214,0.635285388,0.248119374,0.654369617,0.516208769,0.620420059,0.500542913,0.586600594,0.53923794,0.506672904,0.559726367,0.610303831,0.540662415,0.695955355,0.546809896,0.538877753,0.539993804,0.758568627,0.683598973,0.505288163,0.295483933,0.53586386,0.546852426
545,0.613057955,0.524363624,0.475597179,0.779852563,0.443228171,0.436802582,0.796638514,0.527944773,0.479952313,0.645804083,0.505371689,0.334298855,0.449057875,0.505969183,0.230452258,0.465386029,0.603008611,0.536922222,0.491373879,0.606386547,0.654006556,0.508585397,0.681924138,0.571013179
546,0.456279817,0.467072195,0.766229077,0.64618653,0.382587638,0.64787091,0.477920166,0.47990907,0.490452977,0.62665899,0.52316061,0.457096228,0.612012573,0.689605077,0.498001302,0.508114053,0.700953099,0.605165951,0.440661109,0.794428594,0.445706701,0.500438171,0.635939269,0.346274941
547,0.522242706,0.618651228,0.432544959,0.477067679,0.537624331,0.649278497,0.662830206,0.516631307,0.412297216,0.497911531,0.527517595,0.462230418,0.555160402,0.703143131,0.567175075,0.519697747,0.60803286,0.659155136,0.580692666,0.53608765,0.344670775,0.495896903,0.504501929,0.560397259
548,0.47130917,0.626768703,0.516639574,0.862652913,0.47055467,0.556730232,0.801637031,0.364619194,0.54029438,0.611811323,0.617623358,0.602789259,0.571211688,0.518460065,0.486361207,0.617636915,0.579224009,0.564054419,0.536227956,0.548785718,0.538722483,0.652571024,0.529274548,0.435954378
549,0.672605757,0.55605852,0.613786263,0.41824248,0.742896216,0.487980884,0.417728387,0.51056775,0.461026416,0.651777996,0.664947044,0.646195797,0.597273505,0.520598282,0.568197287,0.536039535,0.572172046,0.549515465,0.462123337,0.541965928,0.43324093,0.725522264,0.516894206,0.367806814
550,0.38050812,0.490810438,0.588267517,0.474436316,0.627508767,0.65450125,0.458876385,0.825096416,0.537932269,0.500205068,0.566005006,0.617221294,0.454908697,0.545768708,0.551987296,0.555037212,0.402198171,0.339135598,0.782301748,0.507213305,0.57223454,0.503886444,0.468791995,0.502689138
551,0.690222402,0.373765382,0.4807268,0.405200594,0.756323906,0.667268338,0.634310562,0.51350352,0.546869283,0.561171935,0.479894009,0.480429264,0.471627724,0.710230973,0.466810979,0.478958131,0.67147725,0.488797272,0.466292838,0.493099938,0.52698536,0.406789163,0.533808681,0.533256468
552,0.493742304,0.630117062,0.509242624,0.683025086,0.328180883,0.548921451,0.532179947,0.57722658,0.538446864,0.481586118,0.521391305,0.504646119,0.418146036,0.516649082,0.476816712,0.443740621,0.509283848,0.566588362,0.730164923,0.61512112,0.575941536,0.534409307,0.490907567,0.582273476
553,0.475697105,0.451959475,0.463572415,0.69072581,0.555087084,0.340037812,0.494254386,0.642366018,0.727043818,0.45419924,0.561634998,0.536233039,0.611554679,0.557997453,0.569479535,0.56751907,0.419455892,0.519834567,0.548875331,0.35133542,0.527194834,0.532982093,0.558762459,0.542283804
554,0.636179288,0.579212397,0.639566777,0.792299529,0.521172732,0.600030999,0.280722136,0.536061583,0.553360149,0.430152368,0.51790063,0.59218639,0.503974914,0.60549372,0.641024886,0.488474416,0.381576625,0.361806173,0.523118898,0.498753147,0.609478704,0.60269144,0.585137696,0.540213724
555,0.390392899,0.530517036,0.474962142,0.676039673,0.439789778,0.416480661,0.491390096,0.607049544,0.579463373,0.49166462,0.608067295,0.501274358,0.505175187,0.495944175,0.526871727,0.51894169,0.643505778,0.574730491,0.403695287,0.685395357,0.544841657,0.653051096,0.680907598,0.414865082
556,0.584426185,0.666710105,0.472995442,0.506045214,0.362093752,0.500005069,0.561063359,0.652063433,0.573691703,0.302812135,0.548935438,0.526656888,0.549478119,0.698006038,0.575032194,0.562591619,0.319329841,0.527939688,0.488178192,0.684594201,0.619781429,0.566085723,0.503046769,0.617319924
557,0.506602402,0.4597843,0.515001629,0.638776772,0.622779908,0.486707793,0.755758592,0.679063695,0.549559048,0.451367575,0.519934673,0.602740686,0.485045887,0.557780062,0.570751502,0.508965088,0.411046053,0.473739513,0.619741802,0.561599579,0.529348247,0.617093079,0.670181876,0.442047187
558,0.630659984,0.513102479,0.504506133,0.478644037,0.529101479,0.631619331,0.66398163,0.462490994,0.542851279,0.664560901,0.513656434,0.624901696,0.44997099,0.495031327,0.875991123,0.464794618,0.779912596,0.597417053,0.271715084,0.371927177,0.570550962,0.513600917,0.560160288,0.632542843
559,0.562687118,0.836619132,0.473074339,0.579439138,0.444467609,0.572240164,0.742417509,0.487876448,0.44445308,0.608415183,0.605132827,0.354009609,0.70123407,0.564896953,0.701806289,0.685975563,0.618801653,0.375296129,0.331790658,0.441419719,0.466988181,0.780506745,0.512416875,0.489245059
560,0.551268123,0.641928895,0.47346899,0.617026684,0.428071998,0.528497154,0.39760847,0.462991679,0.518055783,0.722766833,0.571900381,0.471656556,0.479790947,0.433859742,0.498564248,0.483553546,0.476815347,0.609963062,0.667602125,0.544359768,0.408761872,0.630816803,0.460795568,0.343878192
561,0.720272349,0.542897434,0.48320384,0.382735521,0.729659702,0.487785698,0.521743106,0.449774441,0.391723715,0.321963229,0.558975131,0.658146115,0.544816156,0.519058401,0.581185462,0.568469808,0.430370487,0.58828274,0.763691434,0.587996245,0.531457406,0.491456049,0.547205916,0.60336956
562,0.574888217,0.484828726,0.570903413,0.632105873,0.563411955,0.47646288,0.728449348,0.481729513,0.592102129,0.492131371,0.60621315,0.479482809,0.540354183,0.677573803,0.578634598,0.697796444,0.720976288,0.475136321,0.434500923,0.568390193,0.613945046,0.581320062,0.586192739,0.4596982
563,0.609449826,0.51607555,0.43927754,0.551464328,0.497425028,0.547016122,0.351316467,0.558593882,0.469742141,0.32299506,0.565987706,0.40553254,0.55081546,0.617676523,0.73550362,0.444136204,0.36512229,0.623016549,0.340073773,0.515251077,0.512310288,0.519934547,0.408564515,0.471953269
564,0.497906546,0.517419604,0.594892855,0.429014195,0.390948908,0.570440991,0.437346733,0.750435952,0.54929727,0.65350538,0.49182038,0.63148871,0.594012248,0.512609602,0.534085006,0.504107423,0.509219326,0.331213204,0.408846181,0.361246463,0.518471681,0.76044191,0.663824084,0.54614132
565,0.524197094,0.582935493,0.588179734,0.227175586,0.549966307,0.569448888,0.46171418,0.579146584,0.515818021,0.525084372,0.521466226,0.632797778,0.670690772,0.46962353,0.823890443,0.34163579,0.47071836,0.425683008,0.523426499,0.626220167,0.583784483,0.423387971,0.664455069,0.286934434
566,0.408005191,0.383939516,0.537718128,0.61838454,0.667831602,0.514675743,0.671015934,0.624758332,0.596713214,0.425420549,0.524320991,0.628629791,0.545320187,0.485503661,0.5141139,0.493859807,0.519703162,0.490543166,0.513679121,0.472137547,0.597659281,0.678717981,0.440571275,0.560707198
567,0.552881007,0.660855696,0.545574784,0.618616137,0.539386698,0.43250265,0.653954725,0.683590726,0.515436932,0.712240188,0.550679017,0.486029344,0.534885049,0.437788034,0.601897649,0.392175804,0.412567386,0.696103652,0.660780697,0.557625438,0.422407135,0.433943889,0.39656724,0.508164842
568,0.483973759,0.453846534,0.559526092,0.744017907,0.596936229,0.543026932,0.534259235,0.634488955,0.551526533,0.416819865,0.325760054,0.719471251,0.491761863,0.57771789,0.663660539,0.689362078,0.664327891,0.506565756,0.665401726,0.56398088,0.474492181,0.709599541,0.50762551,0.43166867
569,0.484458247,0.590801309,0.523758313,0.540590316,0.462594039,0.428257504,0.403702931,0.533461859,0.601142933,0.571958826,0.62113837,0.738533873,0.445463717,0.515965417,0.528950739,0.527439028,0.474529928,0.491767508,0.482884926,0.355247937,0.567343503,0.48154338,0.501063793,0.77383519
570,0.375226009,0.555586306,0.682624021,0.705979544,0.502863808,0.470499044,0.365371283,0.684799533,0.55724138,0.450166693,0.482998099,0.495713065,0.425206565,0.385849257,0.584046837,0.632551671,0.477910633,0.597233641,0.671394733,0.468077587,0.548485624,0.569317062,0.431922721,0.415161028
571,0.375226009,0.555586306,0.682624021,0.705979544,0.502863808,0.470499044,0.365371283,0.684799533,0.55724138,0.450166693,0.482998099,0.495713065,0.425206565,0.385849257,0.584046837,0.632551671,0.477910633,0.597233641,0.671394733,0.468077587,0.548485624,0.569317062,0.431922721,0.415161028
572,0.41516531,0.574348249,0.371922206,0.455355373,0.481467285,0.623980417,0.661884337,0.435590927,0.550106779,0.606751009,0.649694692,0.34807241,0.467927686,0.51775943,0.373276306,0.538794959,0.591763706,0.542978675,0.604572007,0.468173937,0.590602523,0.305268211,0.487744902,0.400650187
573,0.50466709,0.583850194,0.466479837,0.457660936,0.590584596,0.507303105,0.39559079,0.503328734,0.663130467,0.506019078,0.590794753,0.580029366,0.440004426,0.479255982,0.460070279,0.570636412,0.7195825,0.367500617,0.809186334,0.580570935,0.733108721,0.556573935,0.475948438,0.576252084
574,0.437394195,0.465951415,0.370548009,0.637266039,0.595598735,0.511141882,0.683756883,0.654065112,0.703358368,0.527512861,0.479717913,0.650975601,0.395089199,0.495637177,0.581599152,0.506474431,0.609885515,0.567670441,0.593908528,0.361023747,0.669231394,0.766806458,0.408517074,0.467695341
575,0.407521233,0.494227194,0.526925801,0.560800332,0.334328415,0.63127923,0.324777097,0.519143706,0.457462182,0.522875488,0.494255689,0.606361513,0.601726125,0.616759057,0.43891139,0.729361788,0.731283351,0.650796191,0.489707547,0.423651561,0.357885713,0.639361755,0.354672285,0.513427719
576,0.444798646,0.654508569,0.578287303,0.665563731,0.578464458,0.446707886,0.661742105,0.580672316,0.492928501,0.22421429,0.49337092,0.461358617,0.432260818,0.442512028,0.435516358,0.573892764,0.584502936,0.703297,0.583415904,0.488314238,0.583254163,0.515859143,0.700605839,0.49053178
577,0.298982235,0.505724921,0.783032145,0.50778158,0.650046928,0.654080253,0.577702431,0.559357903,0.618327344,0.533499827,0.63804196,0.482865965,0.570121607,0.495964663,0.602254573,0.583802866,0.516504844,0.544761259,0.4128505,0.641680597,0.566225082,0.410252371,0.420197569,0.493694543
578,0.519378393,0.583867547,0.586530077,0.539058797,0.427541482,0.336829156,0.726657441,0.576380068,0.624205833,0.747854057,0.497947931,0.597745852,0.755233946,0.706284667,0.56966874,0.561924519,0.525969414,0.553476974,0.626157328,0.366675572,0.579559677,0.603152974,0.424661621,0.601581287
579,0.519378393,0.583867547,0.586530077,0.539058797,0.427541482,0.336829156,0.726657441,0.576380068,0.624205833,0.747854057,0.497947931,0.597745852,0.755233946,0.706284667,0.56966874,0.561924519,0.525969414,0.553476974,0.626157328,0.366675572,0.579559677,0.603152974,0.424661621,0.601581287
580,0.519378393,0.583867547,0.586530077,0.539058797,0.427541482,0.336829156,0.726657441,0.576380068,0.624205833,0.747854057,0.497947931,0.597745852,0.755233946,0.706284667,0.56966874,0.561924519,0.525969414,0.553476974,0.626157328,0.366675572,0.579559677,0.603152974,0.424661621,0.601581287
581,0.519378393,0.583867547,0.586530077,0.539058797,0.427541482,0.336829156,0.726657441,0.576380068,0.624205833,0.747854057,0.497947931,0.597745852,0.755233946,0.706284667,0.56966874,0.561924519,0.525969414,0.553476974,0.626157328,0.366675572,0.579559677,0.603152974,0.424661621,0.601581287
582,0.591621328,0.54962719,0.366193762,0.278831539,0.441959216,0.482959588,0.781947695,0.679549321,0.462230065,0.520934156,0.370669328,0.630001951,0.629932593,0.560484864,0.71496026,0.646851934,0.47428721,0.421376819,0.26560515,0.439344343,0.506596174,0.516137253,0.619464641,0.68701362
583,0.584898172,0.512434713,0.563814134,0.565932781,0.458985667,0.508734749,0.384376793,0.512652486,0.557091463,0.460530042,0.491693829,0.503689033,0.600861472,0.528055668,0.235739606,0.559695861,0.83119749,0.705123383,0.498145469,0.475820104,0.562856978,0.382741842,0.412190718,0.562278352
584,0.416189945,0.457422619,0.575257927,0.766186209,0.553593318,0.527944271,0.551165321,0.43080396,0.560146507,0.631757977,0.428219086,0.569224687,0.696474722,0.535918112,0.377077454,0.540753995,0.629746825,0.767110984,0.125991884,0.46658097,0.670433836,0.607878793,0.432963289,0.553432681
585,0.416189945,0.457422619,0.575257927,0.766186209,0.553593318,0.527944271,0.551165321,0.43080396,0.560146507,0.631757977,0.428219086,0.569224687,0.696474722,0.535918112,0.377077454,0.540753995,0.629746825,0.767110984,0.125991884,0.46658097,0.670433836,0.607878793,0.432963289,0.553432681
586,0.549718895,0.580264708,0.684824631,0.337711069,0.775754973,0.475913765,0.611436395,0.472155708,0.461335958,0.611211189,0.641866454,0.527290647,0.747250594,0.512408798,0.356996398,0.52891828,0.554084861,0.562746782,0.414395512,0.685365562,0.576019425,0.286157353,0.531567831,0.32279421
587,0.455261421,0.485734125,0.603153972,0.562587224,0.53593324,0.753049118,0.473966357,0.630818161,0.600449112,0.580563824,0.574515834,0.559730378,0.550970119,0.634766781,0.69951716,0.4950491,0.589050886,0.686976262,0.609364707,0.576911773,0.5510291,0.522980252,0.546455544,0.399950846
588,0.518739606,0.613359477,0.679753207,0.562576098,0.624443288,0.544890794,0.644906847,0.517292148,0.513737612,0.486801408,0.486204697,0.402373948,0.530397201,0.457394252,0.272718683,0.543131553,0.605290717,0.49342876,0.520111437,0.474960783,0.557815707,0.817422971,0.536055236,0.578090327
589,0.481103866,0.272714546,0.324836932,0.327193254,0.376297743,0.633366434,0.293844529,0.446197501,0.581825311,0.667961551,0.452240706,0.48693404,0.567104155,0.479470487,0.207845086,0.48387638,0.777596114,0.625616469,0.492416359,0.65475981,0.398239272,0.504902822,0.586145947,0.674385617
590,0.462143771,0.584698936,0.734867999,0.488041065,0.617222359,0.499781327,0.684780541,0.381084836,0.532601609,0.420824976,0.451571569,0.569557929,0.497652142,0.481883401,0.63203668,0.769639672,0.760036638,0.707203533,0.597953782,0.52270039,0.476224653,0.621930092,0.639488603,0.417460577
591,0.406068842,0.365598877,0.742160055,0.786253476,0.77555242,0.41246102,0.547404397,0.397082592,0.39600865,0.633080187,0.630724333,0.555327663,0.483170865,0.790062231,0.668597775,0.661390322,0.390502627,0.44828398,0.421177355,0.593083862,0.570085086,0.681190013,0.510960646,0.478109241
592,0.491092858,0.514417372,0.591729205,0.565986793,0.355438316,0.66568407,0.618255961,0.474160176,0.38219746,0.46285785,0.558667976,0.578833836,0.536627052,0.573088594,0.596566419,0.57553353,0.380729224,0.520703565,0.639556352,0.642809184,0.348857877,0.443653534,0.664889952,0.524724408
593,0.482515718,0.665026437,0.46103179,0.420631644,0.667330785,0.512485024,0.539597552,0.715890849,0.600680133,0.526871927,0.559974684,0.470553444,0.37780623,0.474411454,0.305166513,0.520393249,0.654034153,0.45274361,0.680708756,0.472476691,0.599473574,0.584175884,0.658918278,0.388913429
594,0.572303242,0.649786714,0.499002006,0.460659399,0.520103588,0.514926891,0.337858487,0.553518125,0.513627403,0.514317092,0.57956294,0.518030686,0.48828149,0.533998223,0.667066769,0.494167068,0.328030104,0.5454606,0.574607546,0.596352147,0.407933525,0.418294705,0.596458031,0.493284665
595,0.631252823,0.707701844,0.48519145,0.738453818,0.622488405,0.621644647,0.489461102,0.657333666,0.535550141,0.521207701,0.469091906,0.604532575,0.432813006,0.415797747,0.524937662,0.384434712,0.39207101,0.644104692,0.448817943,0.505879658,0.487164911,0.629788115,0.548651206,0.510552142
596,0.70947687,0.666668961,0.455952775,0.42684123,0.498653933,0.650306277,0.464397318,0.859910509,0.424175012,0.559014917,0.612750063,0.527707635,0.720207448,0.43761173,0.364611283,0.514751261,0.520948618,0.528373977,0.586708293,0.519488161,0.537117842,0.420085117,0.557549235,0.477714243
597,0.531297191,0.61900307,0.649043761,0.547532426,0.756822418,0.495571081,0.280562663,0.553537396,0.538682695,0.663486537,0.512968895,0.434330817,0.508438376,0.533026132,0.527925076,0.63264074,0.547171511,0.458823418,0.624571142,0.592698302,0.476232308,0.722130445,0.667199967,0.532619301
598,0.452881437,0.585028225,0.551953291,0.609649679,0.500310186,0.509384681,0.515944806,0.484863188,0.553929912,0.395663301,0.667261793,0.634827433,0.540324264,0.526215291,0.359454328,0.319264494,0.717554385,0.631856277,0.220494651,0.578331951,0.557969424,0.512734285,0.576819879,0.755686074
599,0.546228418,0.570453591,0.498093529,0.465883971,0.603039049,0.626184543,0.30947129,0.580358759,0.644795457,0.787875943,0.38617887,0.459084396,0.409068507,0.402687879,0.536455267,0.642153452,0.254648072,0.53525932,0.535331988,0.657253606,0.538520879,0.663492996,0.506350903,0.565692812
600,0.660701183,0.643034288,0.414625079,0.761827135,0.473578809,0.518063774,0.302912075,0.471966002,0.520510977,0.698759655,0.407299604,0.535203317,0.534394925,0.583954117,0.734892749,0.673965245,0.504769703,0.608415433,0.542964633,0.547734536,0.600403611,0.542538976,0.520030929,0.419911179
601,0.469354331,0.555142826,0.428706147,0.71285008,0.707667554,0.464294128,0.590665119,0.489325414,0.507746771,0.60690858,0.571716797,0.45006358,0.368306442,0.529222297,0.579379281,0.463042627,0.311853092,0.434518394,0.372881849,0.302974811,0.517749719,0.557394549,0.561275393,0.577506514
602,0.412182388,0.520503368,0.502201325,0.62765853,0.557060213,0.544708602,0.574423018,0.553802174,0.501819831,0.472379839,0.515530043,0.328850303,0.566507126,0.52303399,0.67420386,0.631431513,0.641752784,0.506443838,0.735324136,0.581937551,0.561655833,0.735909825,0.527675872,0.436839118
603,0.412182388,0.520503368,0.502201325,0.62765853,0.557060213,0.544708602,0.574423018,0.553802174,0.501819831,0.472379839,0.515530043,0.328850303,0.566507126,0.52303399,0.67420386,0.631431513,0.641752784,0.506443838,0.735324136,0.581937551,0.561655833,0.735909825,0.527675872,0.436839118
604,0.617999965,0.518177978,0.613541126,0.400951945,0.555439024,0.439575794,0.46721147,0.535915713,0.562352213,0.511157165,0.621108199,0.712896519,0.542731923,0.458766356,0.470603508,0.479619185,0.702613723,0.639158743,0.461943426,0.547328794,0.589747305,0.405747261,0.503598394,0.582961768
605,0.606031537,0.598309683,0.481765032,0.609070389,0.533607024,0.523037024,0.35267275,0.518464188,0.551453024,0.811235783,0.563572788,0.507883123,0.36388807,0.568165222,0.541158308,0.574216422,0.580286561,0.291790049,0.596819601,0.537579887,0.577587865,0.602424825,0.555872891,0.539649626
606,0.606031537,0.598309683,0.481765032,0.609070389,0.533607024,0.523037024,0.35267275,0.518464188,0.551453024,0.811235783,0.563572788,0.507883123,0.36388807,0.568165222,0.541158308,0.574216422,0.580286561,0.291790049,0.596819601,0.537579887,0.577587865,0.602424825,0.555872891,0.539649626
607,0.526994057,0.549165557,0.637424273,0.274650656,0.555500289,0.560147391,0.536220693,0.451425647,0.471529999,0.522426719,0.496866782,0.378492794,0.614019927,0.401759865,0.581702535,0.692131281,0.433835584,0.633695767,0.56229507,0.561289323,0.547513744,0.615273354,0.453888431,0.593850478
608,0.720598615,0.33595622,0.719623056,0.595767059,0.505434421,0.519807821,0.66230997,0.432850966,0.554419399,0.505256768,0.578816807,0.57414348,0.547987495,0.406348907,0.513066697,0.571268413,0.396249098,0.503895767,0.484994726,0.503060474,0.429027735,0.616201599,0.613472377,0.703944104
609,0.614711348,0.627500123,0.462006041,0.600329623,0.530786841,0.582474283,0.558737762,0.4986207,0.517317963,0.366355034,0.482719921,0.481539894,0.327506995,0.642064452,0.697479636,0.542928979,0.872335989,0.584610803,0.530372812,0.591718465,0.308827042,0.679926904,0.66080536,0.497799572
610,0.614711348,0.627500123,0.462006041,0.600329623,0.530786841,0.582474283,0.558737762,0.4986207,0.517317963,0.366355034,0.482719921,0.481539894,0.327506995,0.642064452,0.697479636,0.542928979,0.872335989,0.584610803,0.530372812,0.591718465,0.308827042,0.679926904,0.66080536,0.497799572
611,0.658123254,0.532621913,0.573155984,0.427620863,0.500032846,0.37397788,0.591917888,0.596587991,0.590792019,0.421087982,0.604518986,0.664047063,0.65353119,0.522619595,0.543119389,0.534984485,0.379365431,0.414703996,0.573004308,0.5027216,0.511444935,0.535756365,0.578156088,0.552181451
612,0.689004139,0.664498844,0.437086655,0.292844966,0.820547465,0.573669751,0.494509493,0.602848605,0.500930624,0.570578466,0.484381653,0.656332315,0.577782923,0.496707677,0.582811303,0.721996976,0.589730838,0.431447656,0.593135072,0.65740958,0.470138143,0.449672192,0.486513479,0.556601118
613,0.823441021,0.386875625,0.605144352,0.710178177,0.658592332,0.579596281,0.552057547,0.481174954,0.504190508,0.441256119,0.613680541,0.553515315,0.573601276,0.47967845,0.523867194,0.51023528,0.24739696,0.551226525,0.483598346,0.3596884,0.667285582,0.575639947,0.422906321,0.563266658
614,0.448857255,0.53912955,0.507030462,0.671924021,0.504712513,0.45757019,0.53169195,0.511493914,0.570676336,0.755563598,0.666594356,0.401732692,0.519024237,0.509610124,0.496341332,0.511016005,0.658438099,0.572669618,0.403576445,0.565500815,0.509856174,0.463376593,0.392141319,0.534533445
615,0.587768309,0.474643152,0.360394005,0.594845072,0.358916973,0.677525148,0.503423604,0.613261564,0.397434999,0.454830906,0.410284778,0.463510669,0.810917696,0.504140034,0.450045793,0.589613578,0.773800836,0.400984796,0.503926436,0.534175854,0.669189539,0.368542711,0.467961898,0.757059684
616,0.596553677,0.745449051,0.528650791,0.540520848,0.805418487,0.516653354,0.385024623,0.676373219,0.459536165,0.400771148,0.513474516,0.562587394,0.559708688,0.521269868,0.209534976,0.516356291,0.631661534,0.508528592,0.561207174,0.447591562,0.545505403,0.688165613,0.719580327,0.584146387
617,0.578619022,0.611499761,0.474615837,0.66387093,0.427478991,0.300638084,0.498349488,0.543177028,0.510190114,0.662464359,0.660610099,0.773037608,0.425600163,0.483201888,0.74393986,0.472159278,0.617040348,0.479740325,0.663968824,0.771168219,0.654608571,0.642701599,0.504137954,0.364060544
618,0.59824638,0.514301621,0.545161323,0.398359059,0.625566796,0.552311836,0.654234959,0.541401418,0.560181629,0.436695534,0.530361353,0.460205181,0.462354529,0.547083378,0.662597602,0.585079665,0.567209753,0.377872557,0.570508708,0.582546043,0.545548881,0.43002862,0.556583104,0.424598869
619,0.418635962,0.495048779,0.494855523,0.583991877,0.453691419,0.546465474,0.639212982,0.534754837,0.54274813,0.5767773,0.404151951,0.288954912,0.609869854,0.545539475,0.834737782,0.509603168,0.541024946,0.290962251,0.536125776,0.682170208,0.624027449,0.488740166,0.576870484,0.539896468
620,0.537039434,0.435718859,0.639696603,0.61829061,0.565418352,0.37935109,0.659991451,0.487580798,0.530107934,0.528648753,0.573654011,0.375701541,0.383898795,0.42055941,0.669120929,0.537358243,0.497489064,0.502281566,0.422944861,0.789335399,0.566113635,0.527549588,0.444204436,0.456626022
621,0.584842361,0.566729048,0.543297799,0.700883747,0.668220056,0.450499621,0.618908948,0.456626542,0.594851597,0.611694336,0.545021514,0.371239421,0.521057584,0.527817733,0.53401138,0.506960043,0.472213354,0.49668722,0.451291238,0.560482104,0.427065276,0.715555013,0.457743488,0.637684316
622,0.450222057,0.520222171,0.736175191,0.625916821,0.560133846,0.56759831,0.453763445,0.513011448,0.543679555,0.379108291,0.553305865,0.780015162,0.560966689,0.52983842,0.603230687,0.674584737,0.323964671,0.681212808,0.603350836,0.42641225,0.592502516,0.519691957,0.370750407,0.54620672
623,0.511916091,0.646718755,0.512624476,0.58063248,0.742016672,0.583019673,0.614973028,0.347770361,0.352743575,0.373915278,0.664372183,0.680619324,0.658763703,0.712108865,0.477715763,0.467808339,0.383958427,0.529222347,0.648506984,0.502414027,0.545351298,0.592835337,0.386347825,0.451735202
624,0.595974899,0.417169887,0.499717715,0.545616135,0.599188441,0.480780892,0.520061362,0.539016459,0.563748857,0.544406285,0.59026454,0.56201287,0.460235335,0.537108081,0.447213376,0.449131183,0.485257612,0.558096187,0.514523584,0.58598739,0.560503148,0.654618361,0.52375501,0.400499157
625,0.472379504,0.533126787,0.430548471,0.45217354,0.551874076,0.625915375,0.365971242,0.549195682,0.476669453,0.553840231,0.442349935,0.458470928,0.691167243,0.462668259,0.655501693,0.450313876,0.384373643,0.678173955,0.213699006,0.589206778,0.508331231,0.676705573,0.561229202,0.538255178
