Site,Quadrat,Species
I2UH,4,Dryopteris camyloptera
I2UH,5,Dryopteris camyloptera
I2UH,5,Eurybia divaricata
I2UH,5,Polystichum acrostichoides
I2UH,8,Adiantum pedatum
I2UH,8,Arisaema triphyllum
I2UH,8,Arisaema triphyllum
I2UH,8,Eurybia divaricata
I2UH,8,Polystichum acrostichoides
I2UH,8,Solidago flexicaulis
I2UH,9,Adiantum pedatum
I2UH,9,Eurybia divaricata
I2UH,10,Dryopteris camyloptera
I2UH,10,Eurybia divaricata
I2UH,10,Polystichum acrostichoides
I2UH,11,Dryopteris camyloptera
I2UH,11,Eurybia divaricata
I2UH,13,Eurybia divaricata
I2UH,14,Dryopteris camyloptera
I2UH,14,Polystichum acrostichoides
I2UH,15,Eurybia divaricata
I2UH,15,Polystichum acrostichoides
I2UH,15,Solidago flexicaulis
I2UH,15,SP71
I2UH,16,Eurybia divaricata
I2UH,16,Polystichum acrostichoides
I2UH,16,Solidago flexicaulis
I2UH,16,SP71
I2UH,17,Eurybia divaricata
I2UH,19,Glyceria borealis
I2UH,19,Impatiens capensis
I2UH,20,Sanicula odorata
I2UH,20,SP71
I2UH,20,Symphyotrichum dumosum
I2UH,20,Urtica dioica
I2UH,W,Acer saccharum
I2UH,W,Acer saccharum
I2UH,W,Acer saccharum
I2UH,W,Acer saccharum
I2UH,W,Acer saccharum
I2UH,W,Acer saccharum
I2UH,W,Betula lenta
I2UH,W,Hamamelis virginiana
I2UH,W,Tsuga canadensis
I2UH,W,Tsuga canadensis
I2UH,W,Tsuga canadensis
I2UL,1,Muhlenbergia mexicana
I2UL,1,Solidago flexicaulis
I2UL,1,Symphyotrichum dumosum
I2UL,1,Toxicodendron radicans
I2UL,2,Lysimachia ciliata
I2UL,2,Maianthemum racemosum ssp. racemosum
I2UL,2,Muhlenbergia schreberi
I2UL,2,Solidago flexicaulis
I2UL,2,Symphyotrichum lateriflorum
I2UL,2,Toxicodendron radicans
I2UL,3,Amphicarpaea bracteata
I2UL,3,Eurybia divaricata
I2UL,3,Pastinaca sativa
I2UL,3,Solidago flexicaulis
I2UL,3,SP79
I2UL,4,Ageratina altissima
I2UL,4,Amphicarpaea bracteata
I2UL,4,Muhlenbergia schreberi
I2UL,4,Polygonum hydropiper
I2UL,4,Solidago flexicaulis
I2UL,4,Trifolium campestre
I2UL,5,Amphicarpaea bracteata
I2UL,5,Eurybia divaricata
I2UL,5,Solidago flexicaulis
I2UL,5,SP79
I2UL,5,Trifolium campestre
I2UL,6,Ageratina altissima
I2UL,6,Dichanthelium clandestinum
I2UL,6,Eurybia divaricata
I2UL,6,Galium triflorum
I2UL,6,Polygonum hydropiper
I2UL,6,Polygonum persicaria
I2UL,6,SP80
I2UL,7,Ageratina altissima
I2UL,7,Circaea lutetiana
I2UL,7,Eurybia divaricata
I2UL,7,Glyceria borealis
I2UL,7,Laportea canadensis
I2UL,7,Menispermum canadense
I2UL,7,SP80
I2UL,7,Symphyotrichum dumosum
I2UL,8,Ageratina altissima
I2UL,8,Agrostis perennans
I2UL,8,Eurybia divaricata
I2UL,8,SP80
I2UL,8,Symphyotrichum dumosum
I2UL,8,Toxicodendron radicans
I2UL,9,Agrostis perennans
I2UL,9,Eurybia divaricata
I2UL,9,Helianthus strumosus
I2UL,9,Lysimachia ciliata
I2UL,9,Solidago flexicaulis
I2UL,9,SP80
I2UL,10,Eurybia divaricata
I2UL,10,Helianthus strumosus
I2UL,10,Lysimachia ciliata
I2UL,10,Solidago flexicaulis
I2UL,10,SP80
I2UL,10,Symphyotrichum dumosum
I2UL,11,Galium triflorum
I2UL,11,Impatiens capensis
I2UL,11,Lysimachia ciliata
I2UL,11,Solidago flexicaulis
I2UL,11,SP80
I2UL,11,Symphyotrichum dumosum
I2UL,12,Equisetum sp.
I2UL,12,Eurybia divaricata
I2UL,12,Galium triflorum
I2UL,12,SP80
I2UL,13,Amphicarpaea bracteata
I2UL,13,Eurybia divaricata
I2UL,13,Onoclea sensibilis
I2UL,13,Solidago flexicaulis
I2UL,13,SP80
I2UL,13,Symphyotrichum dumosum
I2UL,14,Cinna arundinacea
I2UL,14,Eurybia divaricata
I2UL,14,Onoclea sensibilis
I2UL,14,Solidago flexicaulis
I2UL,14,SP79
I2UL,14,SP80
I2UL,14,Symphyotrichum dumosum
I2UL,15,Amphicarpaea bracteata
I2UL,15,Eurybia divaricata
I2UL,15,Glyceria borealis
I2UL,15,Lysimachia ciliata
I2UL,15,Onoclea sensibilis
I2UL,15,Parthenocissus quinquefolia
I2UL,15,SP80
I2UL,15,Symphyotrichum dumosum
I2UL,16,Amphicarpaea bracteata
I2UL,16,Onoclea sensibilis
I2UL,16,Polygonum virginianum
I2UL,16,Solidago flexicaulis
I2UL,16,SP80
I2UL,16,Symphyotrichum dumosum
I2UL,17,Eurybia divaricata
I2UL,17,Onoclea sensibilis
I2UL,17,Solidago flexicaulis
I2UL,17,SP80
I2UL,17,Symphyotrichum dumosum
I2UL,18,Eurybia divaricata
I2UL,18,Onoclea sensibilis
I2UL,18,SP80
I2UL,18,Symphyotrichum dumosum
I2UL,19,Eurybia divaricata
I2UL,19,Galium triflorum
I2UL,19,Glyceria borealis
I2UL,19,Onoclea sensibilis
I2UL,19,Symphyotrichum dumosum
I2UL,20,Agrostis scabra
I2UL,20,Athyrium filix-femina
I2UL,20,Cinna arundinacea
I2UL,20,Glyceria borealis
I2UL,20,Impatiens capensis
I2UL,20,Onoclea sensibilis
I2UL,20,Polygonum virginianum
I2UL,W,Acer saccharum
I2UL,W,Acer saccharum
I2UL,W,Acer saccharum
I2UL,W,Carpinus caroliniana
I2UL,W,Carya ovata
I2UL,W,Fraxinus americana
I2UL,W,Quercus rubra
I2UL,W,Quercus rubra
I2UL,W,Quercus rubra
I2UL,W,Quercus rubra
I2UL,W,Quercus rubra
I2UL,W,Quercus rubra
I2UL,W,Quercus rubra
I2UL,W,Quercus rubra
I2UL,W,Quercus rubra
I2UL,W,Quercus rubra
I2UL,W,Rhamnus alnifolia
K1GH,1,Calystegia sepium
K1GH,1,Daucus carota
K1GH,1,Impatiens pallida
K1GH,1,Menispermum canadense
K1GH,1,Solanum dulcamara
K1GH,1,Thelypteris palustris
K1GH,2,Alliaria petiolata
K1GH,2,Calystegia sepium
K1GH,2,Cyperus strigosus
K1GH,2,Daucus carota
K1GH,2,Impatiens pallida
K1GH,2,Oxalis stricta
K1GH,3,Alliaria petiolata
K1GH,3,Calystegia sepium
K1GH,3,Daucus carota
K1GH,3,Impatiens pallida
K1GH,3,Menispermum canadense
K1GH,3,Urtica dioica
K1GH,4,Alliaria petiolata
K1GH,4,Impatiens pallida
K1GH,4,Menispermum canadense
K1GH,4,SP41
K1GH,4,SP55
K1GH,5,Impatiens pallida
K1GH,5,Menispermum canadense
K1GH,5,SP41
K1GH,5,Thelypteris palustris
K1GH,6,Cyperus strigosus
K1GH,6,Impatiens pallida
K1GH,6,Menispermum canadense
K1GH,6,SP41
K1GH,6,Urtica dioica
K1GH,7,Cyperus strigosus
K1GH,7,Impatiens pallida
K1GH,7,Menispermum canadense
K1GH,7,Urtica dioica
K1GH,8,Cyperus strigosus
K1GH,8,Daucus carota
K1GH,8,Impatiens pallida
K1GH,8,Menispermum canadense
K1GH,9,Ambrosia trifida
K1GH,9,Cyperus strigosus
K1GH,9,Impatiens pallida
K1GH,9,Menispermum canadense
K1GH,9,SP41
K1GH,9,Urtica dioica
K1GH,9,Vitis riparia
K1GH,10,Cyperus strigosus
K1GH,10,Impatiens pallida
K1GH,10,Menispermum canadense
K1GH,10,Parthenocissus quinquefolia
K1GH,10,Urtica dioica
K1GH,11,Alliaria petiolata
K1GH,11,Cyperus strigosus
K1GH,11,Impatiens pallida
K1GH,11,Menispermum canadense
K1GH,11,Urtica dioica
K1GH,12,Alliaria petiolata
K1GH,12,Cyperus strigosus
K1GH,12,Impatiens pallida
K1GH,12,Menispermum canadense
K1GH,12,Parthenocissus quinquefolia
K1GH,12,Urtica dioica
K1GH,13,Calystegia sepium
K1GH,13,Cyperus strigosus
K1GH,13,Daucus carota
K1GH,13,Impatiens pallida
K1GH,13,Menispermum canadense
K1GH,13,Parthenocissus quinquefolia
K1GH,13,Urtica dioica
K1GH,14,Alliaria petiolata
K1GH,14,Daucus carota
K1GH,14,Impatiens pallida
K1GH,14,Menispermum canadense
K1GH,14,Parthenocissus quinquefolia
K1GH,14,Polygonum sp.
K1GH,14,SP55
K1GH,14,Urtica dioica
K1GH,15,Daucus carota
K1GH,15,Impatiens pallida
K1GH,15,Menispermum canadense
K1GH,16,Alliaria petiolata
K1GH,16,Daucus carota
K1GH,16,Impatiens capensis
K1GH,16,Impatiens pallida
K1GH,16,Menispermum canadense
K1GH,17,Daucus carota
K1GH,17,Impatiens pallida
K1GH,17,Urtica dioica
K1GH,18,Daucus carota
K1GH,18,Impatiens pallida
K1GH,18,Menispermum canadense
K1GH,19,Daucus carota
K1GH,19,Impatiens pallida
K1GH,19,Menispermum canadense
K1GH,20,Daucus carota
K1GH,20,Impatiens pallida
K1GH,20,Menispermum canadense
K1GL,1,Calystegia sepium
K1GL,1,Hypericum mutilum
K1GL,1,Polygonum lapathifolium
K1GL,1,SP41
K1GL,1,Xanthium strumarium
K1GL,2,Bidens frondosa
K1GL,2,Digitaria sanguinalis
K1GL,2,Galium palustre
K1GL,2,Lythrum salicaria
K1GL,2,Polygonum lapathifolium
K1GL,2,SP41
K1GL,2,SP43
K1GL,3,Acalypha rhomboidea
K1GL,3,Digitaria sanguinalis
K1GL,3,Polygonum lapathifolium
K1GL,3,Polygonum persicaria
K1GL,3,Scirpus polyphyllus
K1GL,3,SP41
K1GL,3,Xanthium strumarium
K1GL,4,Ambrosia artemisiifolia
K1GL,4,Cyperus strigosus
K1GL,4,Digitaria sanguinalis
K1GL,4,Ludwigia palustris
K1GL,4,Polygonum persicaria
K1GL,4,Trifolium arvense
K1GL,5,Acalypha rhomboidea
K1GL,5,Chamaesyce maculata
K1GL,5,Digitaria sanguinalis
K1GL,5,Mollugo verticillata
K1GL,5,Pastinaca sativa
K1GL,5,Plantago major
K1GL,5,Polygonum cespitosum
K1GL,5,Polygonum lapathifolium
K1GL,5,Solanum ptycanthum
K1GL,6,Digitaria sanguinalis
K1GL,6,Plantago major
K1GL,7,Solanum ptycanthum
K1GL,8,Chamaesyce maculata
K1GL,8,Cyperus compressus
K1GL,8,Cyperus strigosus
K1GL,8,Digitaria sanguinalis
K1GL,8,Lythrum salicaria
K1GL,8,Plantago major
K1GL,8,Polygonum persicaria
K1GL,9,Chamaesyce maculata
K1GL,9,Cyperus compressus
K1GL,9,Lycopus uniflorus
K1GL,10,Eleocharis intermedia
K1GL,10,Ludwigia palustris
K1GL,10,Lythrum salicaria
K1GL,10,Mimulus ringens
K1GL,10,Polygonum lapathifolium
K1GL,10,Veronica sp.
K1GL,11,Cynodon dactylon
K1GL,11,Cyperus strigosus
K1GL,11,Ludwigia palustris
K1GL,11,Mimulus ringens
K1GL,12,Cynodon dactylon
K1GL,12,Digitaria sanguinalis
K1GL,12,Eleocharis intermedia
K1GL,12,Ludwigia palustris
K1GL,12,Lythrum salicaria
K1GL,12,Polygonum lapathifolium
K1GL,12,Scirpus polyphyllus
K1GL,12,SP41
K1GL,13,Chamaesyce maculata
K1GL,13,Cynodon dactylon
K1GL,13,Digitaria sanguinalis
K1GL,13,Ludwigia palustris
K1GL,13,Lythrum salicaria
K1GL,14,Ambrosia artemisiifolia
K1GL,14,Cynodon dactylon
K1GL,14,Ludwigia palustris
K1GL,14,Lycopus uniflorus
K1GL,14,Lythrum salicaria
K1GL,14,Xanthium strumarium
K1GL,15,Cynodon dactylon
K1GL,15,Digitaria sanguinalis
K1GL,15,Ludwigia palustris
K1GL,15,Lythrum salicaria
K1GL,15,Mimulus ringens
K1GL,15,Mimulus ringens
K1GL,15,Plantago major
K1GL,15,Scirpus polyphyllus
K1GL,16,Cynodon dactylon
K1GL,16,Cyperus strigosus
K1GL,16,Eleocharis intermedia
K1GL,16,Ludwigia palustris
K1GL,16,Lythrum salicaria
K1GL,16,Mimulus ringens
K1GL,16,Mimulus ringens
K1GL,16,Penthorum sedoides
K1GL,17,Alisma subcordatum
K1GL,17,Cynodon dactylon
K1GL,17,Cyperus strigosus
K1GL,17,Ludwigia palustris
K1GL,17,Lythrum salicaria
K1GL,17,Mimulus ringens
K1GL,17,Penthorum sedoides
K1GL,17,Veronica sp.
K1GL,18,Calystegia sepium
K1GL,18,Cynodon dactylon
K1GL,18,Cyperus compressus
K1GL,18,Cyperus strigosus
K1GL,18,Ludwigia palustris
K1GL,18,Lythrum salicaria
K1GL,18,Mimulus ringens
K1GL,19,Ludwigia palustris
K1GL,19,Lythrum salicaria
K1GL,19,Mimulus ringens
K1GL,19,Mimulus ringens
K1GL,19,Plantago major
K1GL,20,Cynodon dactylon
K1GL,20,Cyperus strigosus
K1GL,20,Digitaria sanguinalis
K1GL,20,Ludwigia palustris
K1GL,20,Lythrum salicaria
K1GL,20,Mimulus ringens
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Acer rubrum
K1GL,W,Cornus sericea
K1GL,W,Cornus sericea
K1GL,W,Cornus sericea
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
