PartSite,Species,Presence,Origin
Chester Creek N,Rosa palustris,1,N
Cadman Creek N,Rubus allegheniensis,1,N
Daly Creek N,Rubus allegheniensis,1,N
Indian Kill N,Rubus allegheniensis,1,N
Keyser Kill N,Rubus allegheniensis,1,N
Four Mile Brook N,Rubus hispidus,1,N
Kinderhook Creek N,Rubus hispidus,1,N
Mill Creek N,Rubus hispidus,1,N
North Branch West Stony Creek N,Rubus hispidus,1,N
Potic Creek N,Rubus hispidus,1,N
Ballston Creek N,Rubus idaeus,1,N
Jassup River N,Rubus idaeus,1,N
Keyser Kill N,Rubus idaeus,1,N
Fawn Lake N,Rubus occidentalis,1,N
Hudson River N,Rubus occidentalis,1,N
Landsman Kill N,Rubus occidentalis,1,N
Lansing Kill N,Rubus occidentalis,1,N
Minots Corner Road N,Rubus occidentalis,1,N
Quacken Kill N,Rubus occidentalis,1,N
Roeliff Jansen Kill N,Rubus occidentalis,1,N
Sterling Creek N,Rubus occidentalis,1,N
Evas Kill N,Rubus odoratus,1,N
Lansing Kill N,Rubus odoratus,1,N
Mohawk River N,Rubus odoratus,1,N
Steele Creek N,Rubus odoratus,1,N
North Branch West Stony Creek N,Rubus pubescens,1,N
Stewart Creek N,Rubus pubescens,1,N
Indian Kill N,Rudbeckia hirta,1,N
Sterling Creek N,Rudbeckia hirta,1,N
Robbs Creek N,Rudbeckia laciniata,1,N
Ballston Creek N,Sagittaria latifolia,1,N
Chester Creek N,Sagittaria latifolia,1,N
Indian Kill N,Sagittaria latifolia,1,N
Kayaderosseras Creek N,Sagittaria latifolia,1,N
Sherriff Lake Outlet N,Sagittaria latifolia,1,N
Battenkill N,Salix nigra,1,N
Boreas River N,Salix nigra,1,N
Four Mile Brook N,Salix nigra,1,N
Green River N,Salix nigra,1,N
Kayaderosseras Creek N,Salix nigra,1,N
Kennyetto Creek N,Salix nigra,1,N
Kinderhook Creek N,Salix nigra,1,N
Plotter Kill N,Salix nigra,1,N
Robbs Creek N,Salix nigra,1,N
Sherriff Lake Outlet N,Salix nigra,1,N
Snook Kill N,Salix nigra,1,N
Chester Creek N,Schoenoplectus pungens,1,N
Beaver Kill N,Scirpus atrocinctus,1,N
Beaver Kill N,Scirpus microcarpus,1,N
Landsman Kill N,Scutellaria lateriflora,1,N
Saw Kill N,Scutellaria lateriflora,1,N
Battenkill N,Smilax tamnoides,1,N
Big Brook N,Solidago altissima,1,N
Daly Creek N,Solidago altissima,1,N
Jassup River N,Solidago altissima,1,N
Keyser Kill N,Solidago altissima,1,N
Kinderhook Creek N,Solidago altissima,1,N
Sterling Creek N,Solidago altissima,1,N
Wharton Hollow Creek N,Solidago altissima,1,N
Big Brook N,Solidago canadensis,1,N
Cedar River N,Solidago canadensis,1,N
Green River N,Solidago canadensis,1,N
Indian Brook N,Solidago canadensis,1,N
Mill Brook N,Solidago canadensis,1,N
Mill Creek N,Solidago canadensis,1,N
North Branch West Stony Creek N,Solidago canadensis,1,N
Plotter Kill N,Solidago canadensis,1,N
Robbs Creek N,Solidago canadensis,1,N
Sherriff Lake Outlet N,Solidago canadensis,1,N
Snook Kill N,Solidago canadensis,1,N
Green River N,Solidago flexicaulis,1,N
Indian Kill N,Solidago flexicaulis,1,N
Lansing Kill N,Solidago flexicaulis,1,N
Mohawk River N,Solidago flexicaulis,1,N
Robbs Creek N,Solidago flexicaulis,1,N
Steele Creek N,Solidago flexicaulis,1,N
Alplaus Kill N,Solidago gigantea,1,N
Battenkill N,Solidago gigantea,1,N
Beaver Kill N,Solidago gigantea,1,N
Cadman Creek N,Solidago gigantea,1,N
Cobleskill Creek N,Solidago gigantea,1,N
Fawn Lake N,Solidago gigantea,1,N
Minots Corner Road N,Solidago gigantea,1,N
Paragon Brook N,Solidago gigantea,1,N
Plotter Kill N,Solidago gigantea,1,N
Quacken Kill N,Solidago gigantea,1,N
Roeliff Jansen Kill N,Solidago gigantea,1,N
Snook Kill N,Solidago gigantea,1,N
Sprout Creek N,Solidago gigantea,1,N
Steele Creek N,Solidago gigantea,1,N
Sterling Creek N,Solidago gigantea,1,N
Stony Creek N,Solidago gigantea,1,N
Hudson River N,Solidago latissimifolia,1,N
Boreas River N,Spiraea alba,1,N
Cadman Creek N,Spiraea alba,1,N
Cedar River N,Spiraea alba,1,N
Chester Creek N,Spiraea alba,1,N
Four Mile Brook N,Spiraea alba,1,N
Hans Creek N,Spiraea alba,1,N
Hudson River N,Spiraea alba,1,N
Jassup River N,Spiraea alba,1,N
Mill Brook N,Spiraea alba,1,N
Mill Creek N,Spiraea alba,1,N
North Branch West Stony Creek N,Spiraea alba,1,N
Sherriff Lake Outlet N,Spiraea alba,1,N
Wharton Hollow Creek N,Spiraea alba,1,N
Ballston Creek N,Stellaria pubera,1,N
Beaver Kill N,Stellaria pubera,1,N
Cedar River N,Stellaria pubera,1,N
Hans Creek N,Stellaria pubera,1,N
Jassup River N,Stellaria pubera,1,N
Kayaderosseras Creek N,Stellaria pubera,1,N
Kinderhook Creek N,Stellaria pubera,1,N
Quacken Kill N,Stellaria pubera,1,N
Robbs Creek N,Stellaria pubera,1,N
Roeliff Jansen Kill N,Stellaria pubera,1,N
Stony Creek N,Stellaria pubera,1,N
Alplaus Kill N,Symphyotrichum dumosum,1,N
Ballston Creek N,Symphyotrichum dumosum,1,N
Big Brook N,Symphyotrichum dumosum,1,N
Cadman Creek N,Symphyotrichum dumosum,1,N
Daly Creek N,Symphyotrichum dumosum,1,N
Evas Kill N,Symphyotrichum dumosum,1,N
Hans Creek N,Symphyotrichum dumosum,1,N
Indian Kill N,Symphyotrichum dumosum,1,N
Kinderhook Creek N,Symphyotrichum dumosum,1,N
Kinderhook Creek N,Symphyotrichum dumosum,1,N
Landsman Kill N,Symphyotrichum dumosum,1,N
Lansing Kill N,Symphyotrichum dumosum,1,N
Mill Brook N,Symphyotrichum dumosum,1,N
Mill Creek N,Symphyotrichum dumosum,1,N
Paragon Brook N,Symphyotrichum dumosum,1,N
Quacken Kill N,Symphyotrichum dumosum,1,N
Snook Kill N,Symphyotrichum dumosum,1,N
Sprout Creek N,Symphyotrichum dumosum,1,N
Wappinger Creek N,Symphyotrichum dumosum,1,N
Robbs Creek N,Symphyotrichum lanceolatum,1,N
Snook Kill N,Symphyotrichum lanceolatum,1,N
Stewart Creek N,Symphyotrichum lanceolatum,1,N
Stewart Creek N,Symphyotrichum lanceolatum,1,N
Boreas River N,Symphyotrichum novae-angliae,1,N
Cadman Creek N,Symphyotrichum novae-angliae,1,N
Cedar River N,Symphyotrichum novae-angliae,1,N
Daly Creek N,Symphyotrichum novae-angliae,1,N
Four Mile Brook N,Symphyotrichum novae-angliae,1,N
Hans Creek N,Symphyotrichum novae-angliae,1,N
Hans Creek N,Symphyotrichum novae-angliae,1,N
Jassup River N,Symphyotrichum novae-angliae,1,N
Kinderhook Creek N,Symphyotrichum novae-angliae,1,N
Lansing Kill N,Symphyotrichum novae-angliae,1,N
Mill Creek N,Symphyotrichum novae-angliae,1,N
Minots Corner Road N,Symphyotrichum novae-angliae,1,N
Robbs Creek N,Symphyotrichum novae-angliae,1,N
Sherriff Lake Outlet N,Symphyotrichum novae-angliae,1,N
Sterling Creek N,Symphyotrichum novae-angliae,1,N
Potic Creek N,Symphyotrichum prenanthoides,1,N
Indian Brook N,Symplocarpus foetidus,1,N
Alplaus Kill N,Thalictrum dioicum,1,N
Alplaus Kill N,Thalictrum pubescens,1,N
Boreas River N,Thalictrum pubescens,1,N
Bullhead Pond Brook N,Thalictrum pubescens,1,N
Cadman Creek N,Thalictrum pubescens,1,N
Cedar River N,Thalictrum pubescens,1,N
Daly Creek N,Thalictrum pubescens,1,N
Fawn Lake N,Thalictrum pubescens,1,N
Four Mile Brook N,Thalictrum pubescens,1,N
Green River N,Thalictrum pubescens,1,N
Hans Creek N,Thalictrum pubescens,1,N
Hudson River N,Thalictrum pubescens,1,N
Indian Kill N,Thalictrum pubescens,1,N
Lansing Kill N,Thalictrum pubescens,1,N
Mill Brook N,Thalictrum pubescens,1,N
Mill Creek N,Thalictrum pubescens,1,N
Mohawk River N,Thalictrum pubescens,1,N
New Pond Brook N,Thalictrum pubescens,1,N
North Branch West Stony Creek N,Thalictrum pubescens,1,N
Paragon Brook N,Thalictrum pubescens,1,N
Potic Creek N,Thalictrum pubescens,1,N
Quacken Kill N,Thalictrum pubescens,1,N
Robbs Creek N,Thalictrum pubescens,1,N
Roeliff Jansen Kill N,Thalictrum pubescens,1,N
Sherriff Lake Outlet N,Thalictrum pubescens,1,N
Stewart Creek N,Thalictrum pubescens,1,N
Trout Brook N,Thalictrum pubescens,1,N
Valatie Kill N,Thalictrum pubescens,1,N
Cadman Creek N,Thalictrum thalictroides,1,N
Cadman Creek N,Thelypteris noveboracensis,1,N
North Branch West Stony Creek N,Thelypteris palustris,1,N
Hudson River N,Thuja occidentalis,1,N
New Pond Brook N,Thuja occidentalis,1,N
Paragon Brook N,Thuja occidentalis,1,N
Alplaus Kill N,Tilia americana,1,N
Ballston Creek N,Tilia americana,1,N
Battenkill N,Tilia americana,1,N
Fishkill Creek N,Tilia americana,1,N
Green River N,Tilia americana,1,N
Indian Kill N,Tilia americana,1,N
Kennyetto Creek N,Tilia americana,1,N
Kinderhook Creek N,Tilia americana,1,N
Minots Corner Road N,Tilia americana,1,N
Mohawk River N,Tilia americana,1,N
Quacken Kill N,Tilia americana,1,N
Steele Creek N,Tilia americana,1,N
Sterling Creek N,Tilia americana,1,N
Alplaus Kill N,Toxicodendron radicans,1,N
Big Brook N,Toxicodendron radicans,1,N
Cobleskill Creek N,Toxicodendron radicans,1,N
Fishkill Creek N,Toxicodendron radicans,1,N
Indian Brook N,Toxicodendron radicans,1,N
Indian Kill N,Toxicodendron radicans,1,N
Kennyetto Creek N,Toxicodendron radicans,1,N
Kinderhook Creek N,Toxicodendron radicans,1,N
Landsman Kill N,Toxicodendron radicans,1,N
Potic Creek N,Toxicodendron radicans,1,N
Quacken Kill N,Toxicodendron radicans,1,N
Sprout Creek N,Toxicodendron radicans,1,N
Steele Creek N,Toxicodendron radicans,1,N
Stony Creek N,Toxicodendron radicans,1,N
Wappinger Creek N,Toxicodendron radicans,1,N
Chester Creek N,Triadenum virginicum,1,N
Mill Brook N,Triadenum virginicum,1,N
Stewart Creek N,Trillium erectum,1,N
Ballston Creek N,Tsuga canadensis,1,N
Cadman Creek N,Tsuga canadensis,1,N
Evas Kill N,Tsuga canadensis,1,N
Hans Creek N,Tsuga canadensis,1,N
Minots Corner Road N,Tsuga canadensis,1,N
Mohawk River N,Tsuga canadensis,1,N
North Branch West Stony Creek N,Tsuga canadensis,1,N
Paragon Brook N,Tsuga canadensis,1,N
Saw Kill N,Tsuga canadensis,1,N
Sterling Creek N,Tsuga canadensis,1,N
Stewart Creek N,Tsuga canadensis,1,N
Trout Brook N,Tsuga canadensis,1,N
Valatie Kill N,Tsuga canadensis,1,N
Plotter Kill N,Ulmus americana,1,N
Snook Kill N,Ulmus americana,1,N
Big Brook N,Ulmus rubra,1,N
Evas Kill N,Ulmus rubra,1,N
Fishkill Creek N,Ulmus rubra,1,N
Green River N,Ulmus rubra,1,N
Hans Creek N,Ulmus rubra,1,N
Indian Kill N,Ulmus rubra,1,N
Jassup River N,Ulmus rubra,1,N
Lansing Kill N,Ulmus rubra,1,N
Paragon Brook N,Ulmus rubra,1,N
Quacken Kill N,Ulmus rubra,1,N
Roeliff Jansen Kill N,Ulmus rubra,1,N
Saw Kill N,Ulmus rubra,1,N
Sherriff Lake Outlet N,Ulmus rubra,1,N
Steele Creek N,Ulmus rubra,1,N
Valatie Kill N,Ulmus rubra,1,N
Cadman Creek N,Veratrum viride,1,N
Mill Creek N,Veratrum viride,1,N
Robbs Creek N,Veratrum viride,1,N
Stewart Creek N,Veratrum viride,1,N
Trout Brook N,Veratrum viride,1,N
Cobleskill Creek N,Verbena hastata,1,N
Cobleskill Creek N,Verbena urticifolia,1,N
Indian Kill N,Veronica americana,1,N
Cobleskill Creek N,Veronica anagallis-aquatica,1,N
Keyser Kill N,Veronica anagallis-aquatica,1,N
Chester Creek N,Veronica scutellata,1,N
Fawn Lake N,Viburnum acerifolium,1,N
Stony Creek N,Viburnum acerifolium,1,N
Valatie Kill N,Viburnum acerifolium,1,N
Sprout Creek N,Viburnum dentatum,1,N
Bullhead Pond Brook N,Viburnum lantanoides,1,N
Stewart Creek N,Viburnum lantanoides,1,N
Ballston Creek N,Vitis riparia,1,N
Battenkill N,Vitis riparia,1,N
Big Brook N,Vitis riparia,1,N
Cobleskill Creek N,Vitis riparia,1,N
Evas Kill N,Vitis riparia,1,N
Fawn Lake N,Vitis riparia,1,N
Indian Brook N,Vitis riparia,1,N
Indian Kill N,Vitis riparia,1,N
Kennyetto Creek N,Vitis riparia,1,N
Keyser Kill N,Vitis riparia,1,N
Kinderhook Creek N,Vitis riparia,1,N
Plotter Kill N,Vitis riparia,1,N
Quacken Kill N,Vitis riparia,1,N
Roeliff Jansen Kill N,Vitis riparia,1,N
Snook Kill N,Vitis riparia,1,N
Sprout Creek N,Vitis riparia,1,N
Sterling Creek N,Vitis riparia,1,N
Valatie Kill N,Vitis riparia,1,N
Robbs Creek N,Woodsia obtusa,1,N
Cobleskill Creek N,Xanthium strumarium,1,N
Kayaderosseras Creek N,Xanthium strumarium,1,N
