River,Species,Presence,Origin
Sterling Creek,solidago_altissima,1,N
Wharton Hollow Creek,solidago_altissima,1,N
Big Brook,solidago_canadensis,1,N
Cedar River,solidago_canadensis,1,N
Green River,solidago_canadensis,1,N
Indian Brook,solidago_canadensis,1,N
Mill Brook,solidago_canadensis,1,N
Mill Creek,solidago_canadensis,1,N
North Branch West Stony Creek,solidago_canadensis,1,N
Plotter Kill,solidago_canadensis,1,N
Robbs Creek,solidago_canadensis,1,N
Sherriff Lake Outlet,solidago_canadensis,1,N
Snook Kill,solidago_canadensis,1,N
Green River,solidago_flexicaulis,1,N
Indian Kill,solidago_flexicaulis,1,N
Lansing Kill,solidago_flexicaulis,1,N
Mohawk River,solidago_flexicaulis,1,N
Robbs Creek,solidago_flexicaulis,1,N
Steele Creek,solidago_flexicaulis,1,N
Alplaus Kill,solidago_gigantea,1,N
Battenkill,solidago_gigantea,1,N
Beaver Kill,solidago_gigantea,1,N
Cadman Creek,solidago_gigantea,1,N
Cobleskill Creek,solidago_gigantea,1,N
Fawn Lake,solidago_gigantea,1,N
Minots Corner Road,solidago_gigantea,1,N
Paragon Brook,solidago_gigantea,1,N
Plotter Kill,solidago_gigantea,1,N
Quacken Kill,solidago_gigantea,1,N
Roeliff Jansen Kill,solidago_gigantea,1,N
Snook Kill,solidago_gigantea,1,N
Sprout Creek,solidago_gigantea,1,N
Steele Creek,solidago_gigantea,1,N
Sterling Creek,solidago_gigantea,1,N
Stony Creek,solidago_gigantea,1,N
Hudson River,solidago_latissimifolia,1,N
Boreas River,spiraea_alba,1,N
Cadman Creek,spiraea_alba,1,N
Cedar River,spiraea_alba,1,N
Chester Creek,spiraea_alba,1,N
Four Mile Brook,spiraea_alba,1,N
Hans Creek,spiraea_alba,1,N
Hudson River,spiraea_alba,1,N
Jassup River,spiraea_alba,1,N
Mill Brook,spiraea_alba,1,N
Mill Creek,spiraea_alba,1,N
North Branch West Stony Creek,spiraea_alba,1,N
Sherriff Lake Outlet,spiraea_alba,1,N
Wharton Hollow Creek,spiraea_alba,1,N
Ballston Creek,stellaria_pubera,1,N
Beaver Kill,stellaria_pubera,1,N
Cedar River,stellaria_pubera,1,N
Hans Creek,stellaria_pubera,1,N
Jassup River,stellaria_pubera,1,N
Kayaderosseras Creek,stellaria_pubera,1,N
Kinderhook Creek,stellaria_pubera,1,N
Quacken Kill,stellaria_pubera,1,N
Robbs Creek,stellaria_pubera,1,N
Roeliff Jansen Kill,stellaria_pubera,1,N
Stony Creek,stellaria_pubera,1,N
Alplaus Kill,symphyotrichum_dumosum,1,N
Ballston Creek,symphyotrichum_dumosum,1,N
Big Brook,symphyotrichum_dumosum,1,N
Cadman Creek,symphyotrichum_dumosum,1,N
Daly Creek,symphyotrichum_dumosum,1,N
Evas Kill,symphyotrichum_dumosum,1,N
Hans Creek,symphyotrichum_dumosum,1,N
Indian Kill,symphyotrichum_dumosum,1,N
Kinderhook Creek,symphyotrichum_dumosum,1,N
Kinderhook Creek,symphyotrichum_dumosum,1,N
Landsman Kill,symphyotrichum_dumosum,1,N
Lansing Kill,symphyotrichum_dumosum,1,N
Mill Brook,symphyotrichum_dumosum,1,N
Mill Creek,symphyotrichum_dumosum,1,N
Paragon Brook,symphyotrichum_dumosum,1,N
Quacken Kill,symphyotrichum_dumosum,1,N
Snook Kill,symphyotrichum_dumosum,1,N
Sprout Creek,symphyotrichum_dumosum,1,N
Wappinger Creek,symphyotrichum_dumosum,1,N
Robbs Creek,symphyotrichum_lanceolatum,1,N
Snook Kill,symphyotrichum_lanceolatum,1,N
Stewart Creek,symphyotrichum_lanceolatum,1,N
Stewart Creek,symphyotrichum_lanceolatum,1,N
Boreas River,symphyotrichum_novae-angliae,1,N
Cadman Creek,symphyotrichum_novae-angliae,1,N
Cedar River,symphyotrichum_novae-angliae,1,N
Daly Creek,symphyotrichum_novae-angliae,1,N
Four Mile Brook,symphyotrichum_novae-angliae,1,N
Hans Creek,symphyotrichum_novae-angliae,1,N
Hans Creek,symphyotrichum_novae-angliae,1,N
Jassup River,symphyotrichum_novae-angliae,1,N
Kinderhook Creek,symphyotrichum_novae-angliae,1,N
Lansing Kill,symphyotrichum_novae-angliae,1,N
Mill Creek,symphyotrichum_novae-angliae,1,N
Minots Corner Road,symphyotrichum_novae-angliae,1,N
Robbs Creek,symphyotrichum_novae-angliae,1,N
Sherriff Lake Outlet,symphyotrichum_novae-angliae,1,N
Sterling Creek,symphyotrichum_novae-angliae,1,N
Potic Creek,symphyotrichum_prenanthoides,1,N
Indian Brook,symplocarpus_foetidus,1,N
Alplaus Kill,thalictrum_dioicum,1,N
Alplaus Kill,thalictrum_pubescens,1,N
Boreas River,thalictrum_pubescens,1,N
Bullhead Pond Brook,thalictrum_pubescens,1,N
Cadman Creek,thalictrum_pubescens,1,N
Cedar River,thalictrum_pubescens,1,N
Daly Creek,thalictrum_pubescens,1,N
Fawn Lake,thalictrum_pubescens,1,N
Four Mile Brook,thalictrum_pubescens,1,N
Green River,thalictrum_pubescens,1,N
Hans Creek,thalictrum_pubescens,1,N
Hudson River,thalictrum_pubescens,1,N
Indian Kill,thalictrum_pubescens,1,N
Lansing Kill,thalictrum_pubescens,1,N
Mill Brook,thalictrum_pubescens,1,N
Mill Creek,thalictrum_pubescens,1,N
Mohawk River,thalictrum_pubescens,1,N
New Pond Brook,thalictrum_pubescens,1,N
North Branch West Stony Creek,thalictrum_pubescens,1,N
Paragon Brook,thalictrum_pubescens,1,N
Potic Creek,thalictrum_pubescens,1,N
Quacken Kill,thalictrum_pubescens,1,N
Robbs Creek,thalictrum_pubescens,1,N
Roeliff Jansen Kill,thalictrum_pubescens,1,N
Sherriff Lake Outlet,thalictrum_pubescens,1,N
Stewart Creek,thalictrum_pubescens,1,N
Trout Brook,thalictrum_pubescens,1,N
Valatie Kill,thalictrum_pubescens,1,N
Cadman Creek,thalictrum_thalictroides,1,N
Cadman Creek,thelypteris_noveboracensis,1,N
North Branch West Stony Creek,thelypteris_palustris,1,N
Hudson River,thuja_occidentalis,1,N
New Pond Brook,thuja_occidentalis,1,N
Paragon Brook,thuja_occidentalis,1,N
Alplaus Kill,tilia_americana,1,N
Ballston Creek,tilia_americana,1,N
Battenkill,tilia_americana,1,N
Fishkill Creek,tilia_americana,1,N
Green River,tilia_americana,1,N
Indian Kill,tilia_americana,1,N
Kennyetto Creek,tilia_americana,1,N
Kinderhook Creek,tilia_americana,1,N
Minots Corner Road,tilia_americana,1,N
Mohawk River,tilia_americana,1,N
Quacken Kill,tilia_americana,1,N
Steele Creek,tilia_americana,1,N
Sterling Creek,tilia_americana,1,N
Alplaus Kill,toxicodendron_radicans,1,N
Big Brook,toxicodendron_radicans,1,N
Cobleskill Creek,toxicodendron_radicans,1,N
Fishkill Creek,toxicodendron_radicans,1,N
Indian Brook,toxicodendron_radicans,1,N
Indian Kill,toxicodendron_radicans,1,N
Kennyetto Creek,toxicodendron_radicans,1,N
Kinderhook Creek,toxicodendron_radicans,1,N
Landsman Kill,toxicodendron_radicans,1,N
Potic Creek,toxicodendron_radicans,1,N
Quacken Kill,toxicodendron_radicans,1,N
Sprout Creek,toxicodendron_radicans,1,N
Steele Creek,toxicodendron_radicans,1,N
Stony Creek,toxicodendron_radicans,1,N
Wappinger Creek,toxicodendron_radicans,1,N
Chester Creek,triadenum_virginicum,1,N
Mill Brook,triadenum_virginicum,1,N
Stewart Creek,trillium_erectum,1,N
Ballston Creek,tsuga_canadensis,1,N
Cadman Creek,tsuga_canadensis,1,N
Evas Kill,tsuga_canadensis,1,N
Hans Creek,tsuga_canadensis,1,N
Minots Corner Road,tsuga_canadensis,1,N
Mohawk River,tsuga_canadensis,1,N
North Branch West Stony Creek,tsuga_canadensis,1,N
Paragon Brook,tsuga_canadensis,1,N
Saw Kill,tsuga_canadensis,1,N
Sterling Creek,tsuga_canadensis,1,N
Stewart Creek,tsuga_canadensis,1,N
Trout Brook,tsuga_canadensis,1,N
Valatie Kill,tsuga_canadensis,1,N
Plotter Kill,ulmus_americana,1,N
Snook Kill,ulmus_americana,1,N
Big Brook,ulmus_rubra,1,N
Evas Kill,ulmus_rubra,1,N
Fishkill Creek,ulmus_rubra,1,N
Green River,ulmus_rubra,1,N
Hans Creek,ulmus_rubra,1,N
Indian Kill,ulmus_rubra,1,N
Jassup River,ulmus_rubra,1,N
Lansing Kill,ulmus_rubra,1,N
Paragon Brook,ulmus_rubra,1,N
Quacken Kill,ulmus_rubra,1,N
Roeliff Jansen Kill,ulmus_rubra,1,N
Saw Kill,ulmus_rubra,1,N
Sherriff Lake Outlet,ulmus_rubra,1,N
Steele Creek,ulmus_rubra,1,N
Valatie Kill,ulmus_rubra,1,N
Cadman Creek,veratrum_viride,1,N
Mill Creek,veratrum_viride,1,N
Robbs Creek,veratrum_viride,1,N
Stewart Creek,veratrum_viride,1,N
Trout Brook,veratrum_viride,1,N
Cobleskill Creek,verbena_hastata,1,N
Cobleskill Creek,verbena_urticifolia,1,N
Indian Kill,veronica_americana,1,N
Cobleskill Creek,veronica_anagallis-aquatica,1,N
Keyser Kill,veronica_anagallis-aquatica,1,N
Chester Creek,veronica_scutellata,1,N
Fawn Lake,viburnum_acerifolium,1,N
Stony Creek,viburnum_acerifolium,1,N
Valatie Kill,viburnum_acerifolium,1,N
Sprout Creek,viburnum_dentatum,1,N
Bullhead Pond Brook,viburnum_lantanoides,1,N
Stewart Creek,viburnum_lantanoides,1,N
Ballston Creek,vitis_riparia,1,N
Battenkill,vitis_riparia,1,N
Big Brook,vitis_riparia,1,N
Cobleskill Creek,vitis_riparia,1,N
Evas Kill,vitis_riparia,1,N
Fawn Lake,vitis_riparia,1,N
Indian Brook,vitis_riparia,1,N
Indian Kill,vitis_riparia,1,N
Kennyetto Creek,vitis_riparia,1,N
Keyser Kill,vitis_riparia,1,N
Kinderhook Creek,vitis_riparia,1,N
Plotter Kill,vitis_riparia,1,N
Quacken Kill,vitis_riparia,1,N
Roeliff Jansen Kill,vitis_riparia,1,N
Snook Kill,vitis_riparia,1,N
Sprout Creek,vitis_riparia,1,N
Sterling Creek,vitis_riparia,1,N
Valatie Kill,vitis_riparia,1,N
Robbs Creek,woodsia_obtusa,1,N
Cobleskill Creek,xanthium_strumarium,1,N
Kayaderosseras Creek,xanthium_strumarium,1,N
