Code,NewQuad,Species,Present
I2GH,5,Thalictrum pubescens,1
I2GH,5,Viola pubescens,1
I2GH,6,Elymus virginicus,1
I2GH,6,Eurybia divaricata,1
I2GH,7,Cryptotaenia canadensis,1
I2GH,7,Eurybia divaricata,1
I2GH,7,Solidago flexicaulis,1
I2GH,7,Viola pubescens,1
I2GH,7,Viola sp.,1
I2GH,8,Amphicarpaea bracteata,1
I2GH,8,Circaea lutetiana ssp. canadensis,1
I2GH,8,Dryopteris camyloptera,1
I2GH,8,Eurybia divaricata,1
I2GH,8,Onoclea sensibilis,1
I2GH,8,Solidago flexicaulis,1
I2GH,8,Symphyotrichum dumosum,1
I2GH,8,Thalictrum pubescens,1
I2GH,9,Amphicarpaea bracteata,1
I2GH,9,Circaea lutetiana ssp. canadensis,1
I2GH,9,Dryopteris camyloptera,1
I2GH,9,Eurybia divaricata,1
I2GH,9,Glyceria borealis,1
I2GH,9,Solidago flexicaulis,1
I2GH,10,Amphicarpaea bracteata,1
I2GH,10,Circaea lutetiana ssp. canadensis,1
I2GH,10,Cryptotaenia canadensis,1
I2GH,10,Eurybia divaricata,1
I2GH,10,Glyceria borealis,1
I2GH,10,Ranunculus recurvatus,1
I2GH,11,Glyceria borealis,1
I2GH,11,Pilea pumila,1
I2GH,12,Glyceria borealis,1
I2GH,12,Lactuca canadensis,1
I2GH,12,Oxalis stricta,1
I2GH,12,Prunella vulgaris,1
I2GH,13,Eurybia divaricata,1
I2GH,13,Galium triflorum,1
I2GH,13,Glyceria borealis,1
I2GH,13,Solidago flexicaulis,1
I2GH,13,Symphyotrichum dumosum,1
I2GH,14,Bidens frondosa,1
I2GH,14,Eurybia divaricata,1
I2GH,14,Lactuca canadensis,1
I2GH,14,Symphyotrichum dumosum,1
I2GH,14,Viola sp.,1
I2GH,15,Eurybia divaricata,1
I2GH,15,Maianthemum racemosum ssp. racemosum,1
I2GH,16,Eurybia divaricata,1
I2GH,16,Maianthemum canadense,1
I2GH,16,Muhlenbergia schreberi,1
I2GH,17,Circaea lutetiana ssp. canadensis,1
I2GH,17,Eurybia divaricata,1
I2GH,17,Galium triflorum,1
I2GH,17,SP71,1
I2GH,17,Symphyotrichum dumosum,1
I2GH,17,Toxicodendron radicans,1
I2GH,18,Eurybia divaricata,1
I2GH,18,Eurybia divaricata,1
I2GH,18,Glyceria borealis,1
I2GH,18,Maianthemum canadense,1
I2GH,18,SP71,1
I2GH,18,Viola sp.,1
I2GH,20,Adiantum pedatum,1
I2GH,20,Agrostis perennans,1
I2GH,20,Glyceria borealis,1
I2GH,20,SP71,1
I2GH,21,Acer saccharum,1
I2GH,26,Ulmus rubra,1
I2GH,26,Acer saccharum,1
I2GH,27,Acer saccharum,1
I2GH,29,Acer saccharum,1
I2GH,30,Acer saccharum,1
I2GH,32,Acer saccharum,1
I2GH,33,Betula lenta,1
I2GH,33,Tilia americana,1
I2GH,33,Acer saccharum,1
I2GH,36,Acer saccharum,1
I2GH,62,Tsuga canadensis,1
I2GL,1,Glyceria borealis,1
I2GL,1,Muhlenbergia schreberi,1
I2GL,1,Parthenocissus quinquefolia,1
I2GL,1,Pilea pumila,1
I2GL,1,Toxicodendron radicans,1
I2GL,1,Vitis riparia,1
I2GL,2,Glyceria borealis,1
I2GL,2,Parthenocissus quinquefolia,1
I2GL,2,Polygonum persicaria,1
I2GL,3,Glyceria borealis,1
I2GL,4,Bidens frondosa,1
I2GL,4,Dichanthelium clandestinum,1
I2GL,4,Glyceria borealis,1
I2GL,4,Polygonum hydropiperoides,1
I2GL,4,Polygonum persicaria,1
I2GL,4,Solanum dulcamara,1
I2GL,5,Glyceria borealis,1
I2GL,5,Plantago major,1
I2GL,5,Polygonum persicaria,1
I2GL,5,SP71,1
I2GL,5,SP72,1
I2GL,6,Bidens frondosa,1
I2GL,6,Glyceria borealis,1
I2GL,6,Muhlenbergia schreberi,1
I2GL,6,Pilea pumila,1
I2GL,6,Plantago major,1
I2GL,7,Glyceria borealis,1
I2GL,7,Polygonum virginianum,1
I2GL,7,Solidago gigantea,1
I2GL,7,SP61,1
I2GL,7,SP71,1
I2GL,8,Circaea lutetiana ssp. canadensis,1
I2GL,8,Glyceria borealis,1
I2GL,8,Impatiens capensis,1
I2GL,8,Polygonum virginianum,1
I2GL,8,Prunella vulgaris,1
I2GL,8,Rumex triangulivalvis,1
I2GL,8,Solidago flexicaulis,1
I2GL,9,Bidens frondosa,1
I2GL,9,Glyceria borealis,1
I2GL,9,Impatiens capensis,1
I2GL,9,Polygonum virginianum,1
I2GL,10,Amphicarpaea bracteata,1
I2GL,10,Circaea lutetiana ssp. canadensis,1
I2GL,10,Glyceria borealis,1
I2GL,10,Lysimachia nummularia,1
I2GL,10,Lythrum salicaria,1
I2GL,10,Pilea pumila,1
I2GL,11,Didiplis diandra,1
I2GL,11,Lythrum salicaria,1
I2GL,11,Plantago major,1
I2GL,11,Solidago flexicaulis,1
I2GL,12,Circaea lutetiana ssp. canadensis,1
I2GL,12,Glyceria borealis,1
I2GL,12,Lythrum salicaria,1
I2GL,12,Panicum capillare,1
I2GL,12,Panicum dichotomiflorum,1
I2GL,12,Polygonum lapathifolium,1
I2GL,12,Polygonum persicaria,1
I2GL,12,Toxicodendron radicans,1
I2GL,13,Didiplis diandra,1
I2GL,13,Glyceria borealis,1
I2GL,13,Lythrum salicaria,1
I2GL,13,Veronica americana,1
I2GL,14,Didiplis diandra,1
I2GL,14,Glyceria borealis,1
I2GL,14,Lythrum salicaria,1
I2GL,14,Plantago major,1
I2GL,15,Didiplis diandra,1
I2GL,15,Glyceria borealis,1
I2GL,15,Lythrum salicaria,1
I2GL,16,Bidens connata,1
I2GL,16,Calystegia sepium,1
I2GL,16,Didiplis diandra,1
I2GL,16,Glyceria borealis,1
I2GL,16,Plantago major,1
I2GL,16,Polygonum persicaria,1
I2GL,16,Xanthium stumarium,1
I2GL,17,Bidens frondosa,1
I2GL,17,Didiplis diandra,1
I2GL,17,Echinochloa muricata,1
I2GL,17,Glyceria borealis,1
I2GL,17,Lysimachia nummularia,1
I2GL,17,Polygonum lapathifolium,1
I2GL,18,Didiplis diandra,1
I2GL,18,Glyceria borealis,1
I2GL,19,Glyceria borealis,1
I2GL,19,Polygonum lapathifolium,1
I2GL,20,Arctium lappa,1
I2GL,20,Glyceria borealis,1
I2GL,20,Lythrum salicaria,1
I2GL,20,Polygonum lapathifolium,1
I2GL,20,Polygonum persicaria,1
I2GL,20,Cornus obliqua,1
I2GL,22,Cornus obliqua,1
I2GL,22,Cornus obliqua,1
I2GL,25,Rhamnus alnifolia,1
I2GL,26,Ulmus rubra,1
I2GL,42,Rhamnus alnifolia,1
I2UH,1,Adiantum pedatum,1
I2UH,2,Adiantum pedatum,1
I2UH,2,Dryopteris camyloptera,1
I2UH,2,Polystichum acrostichoides,1
I2UH,4,Dryopteris camyloptera,1
I2UH,5,Dryopteris camyloptera,1
I2UH,5,Eurybia divaricata,1
I2UH,5,Polystichum acrostichoides,1
I2UH,8,Adiantum pedatum,1
I2UH,8,Arisaema triphyllum,1
I2UH,8,Arisaema triphyllum,1
I2UH,8,Eurybia divaricata,1
I2UH,8,Polystichum acrostichoides,1
I2UH,8,Solidago flexicaulis,1
I2UH,9,Adiantum pedatum,1
I2UH,9,Eurybia divaricata,1
I2UH,10,Dryopteris camyloptera,1
I2UH,10,Eurybia divaricata,1
I2UH,10,Polystichum acrostichoides,1
I2UH,11,Dryopteris camyloptera,1
I2UH,11,Eurybia divaricata,1
I2UH,13,Eurybia divaricata,1
I2UH,14,Dryopteris camyloptera,1
I2UH,14,Polystichum acrostichoides,1
I2UH,15,Eurybia divaricata,1
I2UH,15,Polystichum acrostichoides,1
I2UH,15,Solidago flexicaulis,1
I2UH,15,SP71,1
I2UH,16,Eurybia divaricata,1
I2UH,16,Polystichum acrostichoides,1
I2UH,16,Solidago flexicaulis,1
I2UH,16,SP71,1
I2UH,17,Eurybia divaricata,1
I2UH,19,Glyceria borealis,1
I2UH,19,Impatiens capensis,1
I2UH,20,Sanicula odorata,1
I2UH,20,SP71,1
I2UH,20,Symphyotrichum dumosum,1
I2UH,20,Urtica dioica,1
I2UH,26,Tsuga canadensis,1
I2UH,30,Acer saccharum,1
I2UH,45,Hamamelis virginiana,1
I2UH,45,Tsuga canadensis,1
I2UH,47,Tsuga canadensis,1
I2UH,48,Acer saccharum,1
I2UH,49,Acer saccharum,1
I2UH,49,Acer saccharum,1
I2UH,54,Acer saccharum,1
I2UH,57,Betula lenta,1
I2UH,#VALUE!,Acer saccharum,1
I2UL,1,Muhlenbergia mexicana,1
I2UL,1,Solidago flexicaulis,1
I2UL,1,Symphyotrichum dumosum,1
I2UL,1,Toxicodendron radicans,1
I2UL,2,Lysimachia ciliatia,1
I2UL,2,Maianthemum racemosum ssp. racemosum,1
I2UL,2,Muhlenbergia schreberi,1
I2UL,2,Solidago flexicaulis,1
I2UL,2,Symphyotrichum lateriflorum,1
I2UL,2,Toxicodendron radicans,1
I2UL,3,Amphicarpaea bracteata,1
I2UL,3,Eurybia divaricata,1
I2UL,3,Pastinaca sativa,1
I2UL,3,Solidago flexicaulis,1
I2UL,3,SP79,1
I2UL,4,Ageratina altissima,1
I2UL,4,Amphicarpaea bracteata,1
I2UL,4,Muhlenbergia schreberi,1
I2UL,4,Polygonum hydropiper,1
I2UL,4,Solidago flexicaulis,1
I2UL,4,Trifolium campestre,1
I2UL,5,Amphicarpaea bracteata,1
I2UL,5,Eurybia divaricata,1
I2UL,5,Solidago flexicaulis,1
I2UL,5,SP79,1
I2UL,5,Trifolium campestre,1
I2UL,6,Ageratina altissima,1
I2UL,6,Dichanthelium clandestinum,1
I2UL,6,Eurybia divaricata,1
I2UL,6,Galium triflorum,1
I2UL,6,Polygonum hydropiper,1
I2UL,6,Polygonum persicaria,1
I2UL,6,SP80,1
I2UL,7,Ageratina altissima,1
I2UL,7,Circaea lutetiana ssp. canadensis,1
I2UL,7,Eurybia divaricata,1
I2UL,7,Glyceria borealis,1
I2UL,7,Laportea canadensis,1
I2UL,7,Menispermum canadense,1
I2UL,7,SP80,1
I2UL,7,Symphyotrichum dumosum,1
I2UL,8,Ageratina altissima,1
I2UL,8,Agrostis perennans,1
I2UL,8,Eurybia divaricata,1
I2UL,8,SP80,1
I2UL,8,Symphyotrichum dumosum,1
I2UL,8,Toxicodendron radicans,1
I2UL,9,Agrostis perennans,1
I2UL,9,Eurybia divaricata,1
I2UL,9,Helianthus strumosus,1
I2UL,9,Lysimachia ciliatia,1
I2UL,9,Solidago flexicaulis,1
I2UL,9,SP80,1
I2UL,10,Eurybia divaricata,1
I2UL,10,Helianthus strumosus,1
I2UL,10,Lysimachia ciliatia,1
I2UL,10,Solidago flexicaulis,1
I2UL,10,SP80,1
I2UL,10,Symphyotrichum dumosum,1
I2UL,11,Galium triflorum,1
I2UL,11,Impatiens capensis,1
I2UL,11,Lysimachia ciliatia,1
I2UL,11,Solidago flexicaulis,1
I2UL,11,SP80,1
I2UL,11,Symphyotrichum dumosum,1
I2UL,12,Equisetum sp.,1
I2UL,12,Eurybia divaricata,1
I2UL,12,Galium triflorum,1
I2UL,12,SP80,1
I2UL,13,Amphicarpaea bracteata,1
I2UL,13,Eurybia divaricata,1
I2UL,13,Onoclea sensibilis,1
I2UL,13,Solidago flexicaulis,1
I2UL,13,SP80,1
I2UL,13,Symphyotrichum dumosum,1
I2UL,14,Cinna arundinacea,1
I2UL,14,Eurybia divaricata,1
I2UL,14,Onoclea sensibilis,1
I2UL,14,Solidago flexicaulis,1
I2UL,14,SP79,1
I2UL,14,SP80,1
I2UL,14,Symphyotrichum dumosum,1
I2UL,15,Amphicarpaea bracteata,1
I2UL,15,Eurybia divaricata,1
I2UL,15,Glyceria borealis,1
I2UL,15,Lysimachia ciliatia,1
I2UL,15,Onoclea sensibilis,1
I2UL,15,Parthenocissus quinquefolia,1
I2UL,15,SP80,1
I2UL,15,Symphyotrichum dumosum,1
I2UL,16,Amphicarpaea bracteata,1
I2UL,16,Onoclea sensibilis,1
I2UL,16,Polygonum virginianum,1
I2UL,16,Solidago flexicaulis,1
I2UL,16,SP80,1
I2UL,16,Symphyotrichum dumosum,1
I2UL,17,Eurybia divaricata,1
I2UL,17,Onoclea sensibilis,1
I2UL,17,Solidago flexicaulis,1
I2UL,17,SP80,1
I2UL,17,Symphyotrichum dumosum,1
I2UL,18,Eurybia divaricata,1
I2UL,18,Onoclea sensibilis,1
I2UL,18,SP80,1
I2UL,18,Symphyotrichum dumosum,1
I2UL,19,Eurybia divaricata,1
I2UL,19,Galium triflorum,1
I2UL,19,Glyceria borealis,1
I2UL,19,Onoclea sensibilis,1
I2UL,19,Symphyotrichum dumosum,1
I2UL,20,Agrostis scabra,1
I2UL,20,Athyrium filix-femina var. angustum,1
I2UL,20,Cinna arundinacea,1
I2UL,20,Glyceria borealis,1
I2UL,20,Impatiens capensis,1
I2UL,20,Onoclea sensibilis,1
I2UL,20,Polygonum virginianum,1
I2UL,22,Acer saccharum,1
I2UL,22,Quercus rubra,1
I2UL,23,Acer saccharum,1
I2UL,24,Acer saccharum,1
I2UL,27,Quercus rubra,1
I2UL,29,Quercus rubra,1
I2UL,31,Quercus rubra,1
I2UL,31,Quercus rubra,1
I2UL,31,Quercus rubra,1
I2UL,33,Quercus rubra,1
I2UL,33,Quercus rubra,1
I2UL,44,Fraxinus americana,1
I2UL,46,Carpinus caroliniana,1
I2UL,49,Carya ovata,1
I2UL,50,Quercus rubra,1
I2UL,53,Quercus rubra,1
I2UL,62,Rhamnus alnifolia,1
K1GH,1,Calystegia sepium,1
K1GH,1,Daucus carota,1
K1GH,1,Impatiens pallida,1
K1GH,1,Menispermum canadense,1
K1GH,1,Solanum dulcamara,1
K1GH,1,Thelypteris palustris,1
K1GH,2,Alliaria petiolata,1
K1GH,2,Calystegia sepium,1
K1GH,2,Cyperus strigosus,1
K1GH,2,Daucus carota,1
K1GH,2,Impatiens pallida,1
K1GH,2,Oxalis stricta,1
K1GH,3,Alliaria petiolata,1
K1GH,3,Calystegia sepium,1
K1GH,3,Daucus carota,1
K1GH,3,Impatiens pallida,1
K1GH,3,Menispermum canadense,1
K1GH,3,Urtica dioica,1
K1GH,4,Alliaria petiolata,1
K1GH,4,Impatiens pallida,1
K1GH,4,Menispermum canadense,1
K1GH,4,SP41,1
K1GH,4,SP55,1
K1GH,5,Impatiens pallida,1
K1GH,5,Menispermum canadense,1
K1GH,5,SP41,1
K1GH,5,Thelypteris palustris,1
K1GH,6,Cyperus strigosus,1
K1GH,6,Impatiens pallida,1
K1GH,6,Menispermum canadense,1
K1GH,6,SP41,1
K1GH,6,Urtica dioica,1
K1GH,7,Cyperus strigosus,1
K1GH,7,Impatiens pallida,1
K1GH,7,Menispermum canadense,1
K1GH,7,Urtica dioica,1
K1GH,8,Cyperus strigosus,1
K1GH,8,Daucus carota,1
K1GH,8,Impatiens pallida,1
K1GH,8,Menispermum canadense,1
K1GH,9,Ambrosia trifida,1
K1GH,9,Cyperus strigosus,1
K1GH,9,Impatiens pallida,1
K1GH,9,Menispermum canadense,1
K1GH,9,SP41,1
K1GH,9,Urtica dioica,1
K1GH,9,Vitis riparia,1
K1GH,10,Cyperus strigosus,1
K1GH,10,Impatiens pallida,1
K1GH,10,Menispermum canadense,1
K1GH,10,Parthenocissus quinquefolia,1
K1GH,10,Urtica dioica,1
K1GH,11,Alliaria petiolata,1
K1GH,11,Cyperus strigosus,1
K1GH,11,Impatiens pallida,1
K1GH,11,Menispermum canadense,1
K1GH,11,Urtica dioica,1
K1GH,12,Alliaria petiolata,1
K1GH,12,Cyperus strigosus,1
K1GH,12,Impatiens pallida,1
K1GH,12,Menispermum canadense,1
K1GH,12,Parthenocissus quinquefolia,1
K1GH,12,Urtica dioica,1
K1GH,13,Calystegia sepium,1
K1GH,13,Cyperus strigosus,1
K1GH,13,Daucus carota,1
K1GH,13,Impatiens pallida,1
K1GH,13,Menispermum canadense,1
K1GH,13,Parthenocissus quinquefolia,1
K1GH,13,Urtica dioica,1
K1GH,14,Alliaria petiolata,1
K1GH,14,Daucus carota,1
K1GH,14,Impatiens pallida,1
K1GH,14,Menispermum canadense,1
K1GH,14,Parthenocissus quinquefolia,1
K1GH,14,Polygonum sp.,1
K1GH,14,SP55,1
K1GH,14,Urtica dioica,1
K1GH,15,Daucus carota,1
K1GH,15,Impatiens pallida,1
K1GH,15,Menispermum canadense,1
K1GH,16,Alliaria petiolata,1
K1GH,16,Daucus carota,1
K1GH,16,Impatiens capensis,1
K1GH,16,Impatiens pallida,1
K1GH,16,Menispermum canadense,1
K1GH,17,Daucus carota,1
K1GH,17,Impatiens pallida,1
K1GH,17,Urtica dioica,1
K1GH,18,Daucus carota,1
K1GH,18,Impatiens pallida,1
K1GH,18,Menispermum canadense,1
K1GH,19,Daucus carota,1
K1GH,19,Impatiens pallida,1
K1GH,19,Menispermum canadense,1
K1GH,20,Daucus carota,1
K1GH,20,Impatiens pallida,1
K1GH,20,Menispermum canadense,1
K1GL,1,Calystegia sepium,1
K1GL,1,Hyperium mutilum,1
K1GL,1,Polygonum lapathifolium,1
K1GL,1,SP41,1
K1GL,1,Xanthium stumarium,1
K1GL,5,Acalypha rhomboidea,1
K1GL,5,Chamaesyce maculata,1
K1GL,5,Digitaria sanguinalis,1
K1GL,5,Mollugo verticillata,1
K1GL,5,Pastinaca sativa,1
K1GL,5,Plantago major,1
K1GL,5,Polygonum cespitosum,1
K1GL,5,Polygonum lapathifolium,1
K1GL,5,Solanum ptycanthum,1
K1GL,2,Bidens frondosa,1
K1GL,2,Digitaria sanguinalis,1
K1GL,2,Galium palustre,1
K1GL,2,Lythrum salicaria,1
K1GL,2,Polygonum lapathifolium,1
K1GL,2,SP41,1
K1GL,2,SP43,1
K1GL,3,Acalypha rhomboidea,1
K1GL,3,Digitaria sanguinalis,1
K1GL,3,Polygonum lapathifolium,1
K1GL,3,Polygonum persicaria,1
K1GL,3,Scirpus polyphyllus,1
K1GL,3,SP41,1
K1GL,3,Xanthium stumarium,1
K1GL,4,Ambrosia artemisiifolia,1
K1GL,4,Cyperus strigosus,1
K1GL,4,Digitaria sanguinalis,1
K1GL,4,Ludwigia palustris,1
K1GL,4,Polygonum persicaria,1
K1GL,4,Trifolium arvense,1
K1GL,6,Digitaria sanguinalis,1
K1GL,6,Plantago major,1
K1GL,7,Solanum ptycanthum,1
K1GL,8,Chamaesyce maculata,1
K1GL,8,Cyperus compressus,1
K1GL,8,Cyperus strigosus,1
K1GL,8,Digitaria sanguinalis,1
K1GL,8,Lythrum salicaria,1
K1GL,8,Plantago major,1
K1GL,8,Polygonum persicaria,1
K1GL,9,Chamaesyce maculata,1
K1GL,9,Cyperus compressus,1
K1GL,9,Lycopus uniflorus,1
K1GL,10,Eleocharis intermedia,1
K1GL,10,Ludwigia palustris,1
K1GL,10,Lythrum salicaria,1
K1GL,10,Mimulus ringens,1
K1GL,10,Polygonum lapathifolium,1
K1GL,10,Veronica sp.,1
K1GL,11,Cynodon dactylon,1
K1GL,11,Cyperus strigosus,1
K1GL,11,Ludwigia palustris,1
K1GL,11,Mimulus ringens,1
K1GL,12,Cynodon dactylon,1
K1GL,12,Digitaria sanguinalis,1
K1GL,12,Eleocharis intermedia,1
K1GL,12,Ludwigia palustris,1
K1GL,12,Lythrum salicaria,1
K1GL,12,Polygonum lapathifolium,1
K1GL,12,Scirpus polyphyllus,1
K1GL,12,SP41,1
K1GL,13,Chamaesyce maculata,1
K1GL,13,Cynodon dactylon,1
K1GL,13,Digitaria sanguinalis,1
K1GL,13,Ludwigia palustris,1
K1GL,13,Lythrum salicaria,1
K1GL,14,Ambrosia artemisiifolia,1
K1GL,14,Cynodon dactylon,1
K1GL,14,Ludwigia palustris,1
K1GL,14,Lycopus uniflorus,1
K1GL,14,Lythrum salicaria,1
K1GL,14,Xanthium stumarium,1
K1GL,15,Cynodon dactylon,1
K1GL,15,Digitaria sanguinalis,1
K1GL,15,Ludwigia palustris,1
K1GL,15,Lythrum salicaria,1
K1GL,15,Mimulus ringens,1
K1GL,15,Mimulus ringens,1
K1GL,15,Plantago major,1
K1GL,15,Scirpus polyphyllus,1
K1GL,16,Cynodon dactylon,1
K1GL,16,Cyperus strigosus,1
K1GL,16,Eleocharis intermedia,1
K1GL,16,Ludwigia palustris,1
K1GL,16,Lythrum salicaria,1
K1GL,16,Mimulus ringens,1
K1GL,16,Mimulus ringens,1
K1GL,16,Penthorum sedoides,1
K1GL,17,Alisma subcordatum,1
K1GL,17,Cynodon dactylon,1
K1GL,17,Cyperus strigosus,1
K1GL,17,Ludwigia palustris,1
K1GL,17,Lythrum salicaria,1
K1GL,17,Mimulus ringens,1
K1GL,17,Penthorum sedoides,1
K1GL,17,Veronica sp.,1
K1GL,18,Calystegia sepium,1
K1GL,18,Cynodon dactylon,1
K1GL,18,Cyperus compressus,1
K1GL,18,Cyperus strigosus,1
K1GL,18,Ludwigia palustris,1
K1GL,18,Lythrum salicaria,1
K1GL,18,Mimulus ringens,1
K1GL,19,Ludwigia palustris,1
K1GL,19,Lythrum salicaria,1
K1GL,19,Mimulus ringens,1
K1GL,19,Mimulus ringens,1
K1GL,19,Plantago major,1
K1GL,20,Cynodon dactylon,1
K1GL,20,Cyperus strigosus,1
K1GL,20,Digitaria sanguinalis,1
K1GL,20,Ludwigia palustris,1
K1GL,20,Lythrum salicaria,1
K1GL,20,Mimulus ringens,1
K1GL,21,Cornus sericea,1
K1GL,21,Populus deltoides,1
K1GL,21,Populus deltoides,1
K1GL,21,Populus deltoides,1
K1GL,21,Populus deltoides,1
K1GL,21,Populus deltoides,1
K1GL,21,Populus deltoides,1
K1GL,21,Populus deltoides,1
K1GL,21,Populus deltoides,1
K1GL,21,Populus deltoides,1
K1GL,21,Populus deltoides,1
K1GL,21,Populus deltoides,1
K1GL,21,Populus deltoides,1
K1GL,21,Populus deltoides,1
K1GL,21,Salix nigra,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,22,Populus deltoides,1
K1GL,24,Salix nigra,1
K1GL,24,Populus deltoides,1
K1GL,24,Populus deltoides,1
K1GL,24,Populus deltoides,1
K1GL,24,Populus deltoides,1
K1GL,24,Populus deltoides,1
K1GL,24,Populus deltoides,1
K1GL,24,Populus deltoides,1
K1GL,24,Populus deltoides,1
K1GL,24,Populus deltoides,1
K1GL,24,Populus deltoides,1
K1GL,24,Populus deltoides,1
K1GL,24,Populus deltoides,1
K1GL,24,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,25,Populus deltoides,1
K1GL,28,Acer rubrum,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,28,Populus deltoides,1
K1GL,30,Acer rubrum,1
K1GL,31,Cornus sericea,1
K1GL,31,Populus deltoides,1
K1GL,31,Populus deltoides,1
K1GL,31,Populus deltoides,1
K1GL,31,Populus deltoides,1
K1GL,31,Populus deltoides,1
K1GL,31,Populus deltoides,1
K1GL,31,Populus deltoides,1
K1GL,31,Cornus sericea,1
K1GL,33,Acer rubrum,1
K1GL,33,Acer rubrum,1
K1GL,33,Acer rubrum,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,34,Populus deltoides,1
K1GL,36,Populus deltoides,1
K1GL,36,Populus deltoides,1
K1GL,36,Populus deltoides,1
K1GL,36,Populus deltoides,1
K1GL,36,Populus deltoides,1
K1GL,36,Populus deltoides,1
K1GL,36,Populus deltoides,1
K1GL,36,Populus deltoides,1
K1GL,36,Populus deltoides,1
K1GL,36,Populus deltoides,1
K1GL,36,Populus deltoides,1
K1GL,36,Populus deltoides,1
K1GL,36,Populus deltoides,1
K1GL,36,Populus deltoides,1
K1GL,36,Populus deltoides,1
